TextId	ActorName	ActorTalk	Cv	Desc
1	维鲁斯	不然……我还是去自首吧。		
2	[PlayerName]	自首？		
3	维鲁斯	啊，您是灰鸦指挥官！		
4	维鲁斯	前辈，请帮帮我！我好像……不，我应该是闯祸了。		
5	[PlayerName]	你做了什么？		
6	维鲁斯	我……擅自对园区的库洛洛做了一点“小小的”改造……		
7	维鲁斯	因为私自改造库洛洛这件事，我已经被翠丝怀疑了，还连累她被惩罚。		
8	维鲁斯	如果继续隐瞒下去，不知道还会发生什么糟糕的事情。		
9	[PlayerName]	如果是我的话，一定会选择勇敢面对。		
10	维鲁斯	这样吗？		
11	[PlayerName]	我不会回避属于我的责任。		
12	维鲁斯	好吧，我明白应该怎么做了，谢谢您。		
13	维鲁斯	啊，我确实参加了科学理事会试推行的现役人员提升课程。		
14	维鲁斯	那门《智械理论与战时多维度实操练习（初级）》，我是唯一通过的学员！		
15	维鲁斯	我没有说谎。		
16	维鲁斯	我的水平也只能做一些无伤大雅的小修改而已。		
17		你小子，应该去科学理事会吧。		
18		你心虚的声音显得很可疑。		
