TextId	ActorName	ActorTalk	Cv	Desc
1	？？？	空中花园的确很漂亮，怪不得当时人都要抢着来这。	510015041	
2	？？？	话说回来，你知道在这个空中花园中的主体文化是什么吗？	510015042	
3	？？？	就是说这里是什么样的国家，比作北极航线联合，阿迪莱，九龙，这样你应该就能明白一些了吧？	510015043	
4	？？？	这个定义的确因人而异，但其中像是九龙那样的存在，说是联盟，共同体，但实际上你走在其中的时候感受到的不就是“国家”吗？	510015044	
5	？？？	多元化，换句话说就是无自我，无遗传，无定性，太薄弱了。	510015045	
6	？？？	嗯，我也知道会是这样，对不起，是我出了难题。	510015046	
7	？？？	如你所见，我是生活在极地上的人，在登上空中花园之前我对这里抱有无限幻想，我本以为能在这里找到答案。	510015047	
8	？？？	航线联合为什么没有成为“霸主”的答案。	510015048	
9	？？？	啊，你听出来我的言下之意了吗，抱歉，这只是小小的对抗心发作而已。	510015049	
10	？？？	毕竟不止是“势力”与“势力”，只要给人打上不同的标签，那久而久之，两种标签的人肯定就会出现分歧。	510015050	
11	？？？	这全都是因为他们继承的东西是不同的，而这些不同，又会将人带到不同的地方去。	510015051	
12	？？？	刚刚说到空中花园不是“霸主”对吧，我完全同意，所以我才说没找到答案。	510015052	
13	？？？	虽然是航线联合的人，但站在世界的角度看来，我认为空中花园应该要担起这个责任才是，太可惜了。	510015053	
14	蜜纳	话说回来，聊这么久我都不知道你是谁呢，我是北极航线联合的技术蜜纳，你是？	510015054	
15	蜜纳	啊……这么说起来我忘记把识别码告诉那位阿西莫夫，抱歉，我本以为接下来没什么我能做所以才来这里的。	510015055	
16	蜜纳	我现在就把识别码和注意事项都发给你，稍等下。	510015056	
17	蜜纳	因为我现在能做的只有等待。	510015057	
18	蜜纳	好了，深潜使用的识别码已经发到终端上面，你可以回去找阿西莫夫先生了。	510015058	
19	蜜纳	我才想起来还要替自己跟其他仿生机械办入境的补充证明，你先走吧，等事情办好我会赶过来的。	510015059	
20	蜜纳	那罗塞塔就麻烦你了，请一定要让罗塞塔醒过来。	510015060	
21		主体文化？		
22		这里并不是“国家”。		
23		应该是多元化的。		
24		说不上来。		
25		想找到什么答案？		
26		空中花园不是什么“霸主”。		
27		空中花园奉行的是平等共存的原则。		
28		（说明情况）		
29		你好像不怎么担心。		
30		你不一起来吗？		
31		交给我吧。		
