TextId	ActorName	ActorTalk	Cv	Desc
1	丽芙	是要当一颗小种子噢，指挥官确定吗？	510011033	
2	[PlayerName]	如果照顾我的人是丽芙的话，就没问题。		
3	丽芙	当然是我照顾你啦，毕竟指挥官的健康报告可都是由我过目的。	510011034	
4	丽芙	就算变成了小种子，你有什么小脾气，想要往什么地方生长，我也都了然于心。	510011035	
5	丽芙	那么，请闭上眼睛……	510011036	
6	丽芙	现在的温度是23.5°C，湿度85%，以16小时光照8小时黑暗为周期……	510011037	
46	[PlayerName]	丽芙，你好像长高了？		
7	丽芙	指挥官，你醒了？你现在已经是一颗小种子了。	510011038	
47	[PlayerName]	……！		
48	[PlayerName]	！！！		
9	[PlayerName]	我听不清丽芙的声音。		
10	丽芙	嗯……你刚刚被种在了“太空土壤”里，有些闷是正常的。	510011039	
11	丽芙	不过别担心，丽芙就在这里。	510011040	
12	[PlayerName]	种子能和研究员对话，这也正常吗？		
13	丽芙	当然啦。培育其他种子的时候我也能听到它们的声音，只不过我们是用数据交流的。	510011041	
14	丽芙	指挥官现在的感觉怎么样，冷不冷，口干吗？	510011042	
15	[PlayerName]	感觉有点热。		
16	[PlayerName]	我有些口渴。		
17	丽芙	那温度要稍微降一些……这样呢？	510011043	
18	丽芙	那湿度还要再增加一些……这样呢？	510011044	
19	[PlayerName]	好多了，但这里还是很黑……		
20	丽芙	…………		
22	丽芙	指挥官，听得到我说话了吗？	510011045	
23	[PlayerName]	听到了……我刚刚被电了一下。		
24	丽芙	呼……吓我一跳。很多种子因为生长方向不稳定而夭折，我刚刚在尝试用电信号作引导……	510011046	
25	丽芙	你现在能看到身边发光的地方吗？	510011047	
26	[PlayerName]	能，我看到有一处光亮。		
27	丽芙	那个也是用于引导你的光源，试着朝那边“生长”看看？	510011048	
28	[PlayerName]	（向光源生长）		
29	丽芙	别怕……慢慢来，我会在旁边守护你。	510011049	
31	丽芙	这个世界并不完美……今后也会碰到很多难以想象的困难，但请不要害怕，丽芙会陪你一起走下去……	510011051	
32	丽芙	只要在这里，慢慢长大就好了。	510011052	
49	[PlayerName]	丽芙？		
33	丽芙	好了，指挥官，当种子的感觉怎么样？	510011053	
34	[PlayerName]	似乎有些快？		
35	[PlayerName]	意犹未尽。		
36	丽芙	嗯……这个功能毕竟还只是测试版。	510011054	
37	丽芙	如果之后，指挥官还想体验破土而出的感觉，我可以随时陪你来到这里。说不定下一次，这些蒲公英就已经出芽了呢。	510011055	
38	[PlayerName]	好，下次还当丽芙的种子。		
39	[PlayerName]	我不想再当种子了……		
40	丽芙	不管你是什么样子，种子也好，指挥官也好……	510011056	
41	丽芙	对于我来说，你就是你，我所珍爱的小种苗。	510011057	
42	[PlayerName]	突然……感觉有些困……		
43	丽芙	可能是体验带来的副作用，毕竟你可是刚刚“诞生”下来呢。	510011058	
44	丽芙	别担心，我就在这里，指挥官。	510011059	
45	丽芙	安心休息吧……在梦的另一端，也要好好生长，好好发芽哦？	510011060	
