TextId	ActorName	ActorTalk	Cv	Desc
1	卡列尼娜	指挥官，有在附近看到可疑的人员吗？	510017002	
2	卡列尼娜	根据刚才的异常信号来看，我们要找的目标是同一个，绝对没错。	510017003	
3	卡列尼娜	大黑，刚才你有看到可疑目标吗？	510017004	
4	工程部队技术员大黑	好……好像有看到，但是立刻就消失在人群里了。	510017005	
5	卡列尼娜	可恶啊！	510017006	
6	[PlayerName]	所以，具体发生什么事情了？		
7	[PlayerName]	原来如此，我完全没有明白。		
8	工程部队技术员大黑	我来解释下吧，工程部队正在进行测试一批民用辅助AI库洛洛。	510017015	
9	工程部队技术员大黑	但因为数据遭到不明人士的篡改，这批库洛洛竟然全部逃跑了。	510017016	
10	工程部队技术员大黑	现在它们全都伪装成人类的模样，混在梦晖绿荫、物流中心、环空影像馆、奥林匹亚艺术馆四个区域内。	510017017	
11	[PlayerName]	也就是说……		
12	[PlayerName]	要揭露库洛洛的伪装。		
13	卡列尼娜	就是这样，我还要去调查是什么人攻击了工程部队的网络，所以现在的人手不太够用。	510017007	
14	卡列尼娜	指挥官，能帮助工程部队回收库洛洛吗？只要使用搭载新固件的相机就可以发现隐藏在人群中的库洛洛。	510017008	
15	卡列尼娜	至于奖励嘛……事成之后，我可以答应你一个要求！	510017009	
16	[PlayerName]	什么要求都可以吗？		
17	卡列尼娜	也……也不能太过分！	510017010	
18	[PlayerName]	好的，我答应了。		
