TextId	ActorName	ActorTalk	Cv	Desc
1	罗斯	[PlayerName]……不管大家说什么，让这家店继续经营下去都是我唯一的心愿。	520005016	
2	罗斯	和那些人起冲突的话，万一把经营状况搞得一团糟，就全完了。	520005017	
3	罗斯	具体的事项还在洽谈中，倒、倒也不能算是强制……	520005018	
4	罗斯	我确实预约了医生，想治疗一下睡眠状况。但是店里的情况，实在放不下心来。	520005019	
5	罗斯	想要托人帮忙照看一段时间，又觉得像是临阵脱逃一样……	520005020	
6	罗斯	其实我们还有辅助经营的人形AI，名牌上写着贾森的就是。有他在，本来不应该这么手忙脚乱的……	520005021	
7	罗斯	要是[PlayerName]有空的话，可以帮我照看一下店里吗？贾森他也会帮忙的。	520005022	
8	罗斯	当然，营业额中也会有给[PlayerName]的抽成奖励！	520005023	
9		对方想强制并购咖啡厅？		
10		遇上恶意收购了吗？		
11		要打起精神啊。		
12		比起洽谈，你现在更需要休息。		
13		店员们都还指望着你呢。		
14		把身体累垮才是真的完蛋了。		
15		没问题，你先去休息吧。		
16		会有奖励吗？		
