TextId	ActorName	ActorTalk	Cv	Desc
1	贾森	在下自律合成操作员，纳米构建，9000型（Judicious, Autonomous Synthetic Operative, Nanofabrication, 9000）。当然我自己更喜欢“贾森”这个名字。	520005024	
2	贾森	我喜欢您的直入正题。	520005027	
3	贾森	那么，直接商讨对策吧。金色降落伞、白衣骑士、焦土战术，[PlayerName]更欣赏哪一种入手方式？	520005028	
4	贾森	上述思路是我个人评估市场环境之后，筛选出的最佳方案。	520005035	
5	贾森	但我可以理解，维持绝对理性的判断并不符合人类的习惯。	520005036	
6	贾森	既然如此，[PlayerName]准备好迎接真正的挑战了吗？	520005037	
7	[PlayerName]	嗯。店长对库洛洛咖啡的爱容不下那样的妥协，我也不能辜负他的信任。		
8	贾森	改善目前的经营走势，并在随后的对峙中挫败对方的阴谋——这是落实过程中困难最多的方案。	520005038	
9	贾森	既然[PlayerName]已经做出了选择，那我也会全力配合的。	520005039	
10	贾森	总之，罗斯店长遭遇的困境，您应该已经有所耳闻。	520005026	
11	贾森	我明白了，[PlayerName]更喜欢严谨一些的称呼。或许这是您出身法奥斯军事指挥学校的缘故？	520005025	
12	贾森	简而言之，就是在并购前达成赔偿协议，让恶意收购者向被辞退的罗斯店长支付巨额安置费用。	520005029	
13	贾森	从人类的角度而言，这确实是一个贴切的名字。	520005030	
14	贾森	正是如此。邀请友商充当“白衣骑士”，率先收购库洛洛咖啡，让罗斯店长不至于被随意摆布。	520005031	
15	贾森	您看与九龙食府接洽如何？	520005032	
16	贾森	是的。机械体一般会将其称作“自毁程序”。我建议主动降低饮品的质量与店内舒适度，让咖啡店失去被收购的价值。	520005033	
17	贾森	我相信以罗斯店长的能力，度过危机之后可以东山再起。	520005034	
18		嗯，我还是叫你贾森吧。		
19		自律合成…什么什么9？		
20		金色降落伞？		
21		白衣骑士听起来很稳妥。		
22		焦土…有种不祥的预感。		
23		嗯，店长和我说过了。		
24		好的，一起加油吧。		
25		有人恶意收购。		
26		有人想霸占店长的心血。		
27		店长不会抛弃大家的。		
28		那边暂时没有扩张业务的打算。		
29		真是和我预想得差不多…		
