TextId	ActorName	ActorTalk	Cv	Desc
1	薇拉	外面还有那么多热闹的地方没逛完，你却选择单独约我来到这种地方？	510002332	
2	薇拉	那就要看你具体想做些什么了。	510002333	
3	薇拉	只是点单吗？那多无聊啊，不如我们来玩一个游戏吧。	510002334	
4	薇拉	这里应该有自助调配的服务吧？我们两个互相给对方调一杯，怎么样？	510002335	
5	薇拉	瞧你那跃跃欲试的样子，我先来吧。	510002336	
6	薇拉	想要适应各种特殊的任务环境，总得掌握一些特殊的技能才行，比如——现在，和灰鸦指挥官一起，独处在这样静谧的角落里。	510002337	
7	薇拉	尊敬的指挥官，您好~请问想喝杯什么味道的饮品呢？	510002338	
8	薇拉	真是会给人出难题啊，那我就来一杯“灰鸦指挥官”味的咯？	510002339	
9	薇拉	一杯“[PlayerName]”，请慢用~	510002340	
10		（饮品入喉，仿佛一团辛辣的火焰，倏地引燃了味蕾。）		
11	[PlayerName]	咳、咳咳——		
12	薇拉	哎呀，客人，刚才那杯是“热辣原浆”，您点的应该是这一杯才对。	510002341	
13	薇拉	给您造成了麻烦，真的非常抱歉~	510002342	
14	薇拉	嗯——要怎么办才好呢？有了，我来替你试喝一下吧。	510002343	
15	薇拉	这下总没问题了吧，轮到你了——指挥官。	510002344	
16	薇拉	啧，张嘴——	510002345	
17	薇拉	味道怎么样？	510002346	
18	薇拉	品味不错，这杯“[PlayerName]”的配方，我记下了。等你什么时候馋得不行了，记得来求我。	510002349	
19	薇拉	嗯——噪音不堪入耳，装潢土得掉渣，餐饮也是清汤寡水……满分一百分的话，只能给到负十分。	510002350	
20	薇拉	……但陪在我身边的[PlayerName]表现得还算老实，勉强可以加个七十分。	510002351	
21	薇拉	加起来的话，马马虎虎过关，在“让我满意”这件事上及格了。	510002352	
22	薇拉	至于你的“奖励”嘛，我已经想好了。	510002353	
23	薇拉	我们的“约会”，可以暂时延长下去……跨越今晚的夜色，直到明天的黎明浮现。	510002354	
24	薇拉	傻愣在那做什么，你还欠着我一杯饮品呢。	510002355	
25	薇拉	我很好奇，在[PlayerName]眼里，这杯“薇拉”的味道，会是怎样的呢？	510002356	
26	[PlayerName]	那就敬请期待吧。		
27	薇拉	对了，稍后也去试试门口的那个留影活动吧，我看你路过时那望眼欲穿的样子，真是有够好笑的。	510002357	
28	薇拉	我们的时间还有很多，在让我进一步满足前，你都无法逃离我的身边哦，指~挥~官。	510002358	
29	薇拉	热烈似火，总是能带给我一些新刺激，这就是我对[PlayerName]的印象。	510002347	
30	薇拉	不论遇到什么样的事都能镇定自若，跟个学院里的浮雕似的。这个味道跟你很搭配，不是吗？	510002348	
31		不合你的心意吗？		
32		想喝点什么？		
33		好啊。		
34		都听你的。		
35		原来你还会调制饮品。		
36		你看着来就好。		
37		一杯灰鸦指挥官味的。		
38		（品尝）		
39		万一又是捉弄我的怎么办？		
40		我不喝。		
41		我还是不想喝——		
42		挺刺激的。		
43		蛮清淡的。		
44		总体来说，很好喝，多谢。		
45		话说，薇拉觉得今天的庆典怎么样？		
46		这么低吗……		
47		你的要求好高。		
48		你满意就好。		
49		吓我一跳……		
