TextId	ActorName	ActorTalk	Cv	Desc
1	[PlayerName]	约斯小姐，我需要你的帮助。		
2	约斯	……啧，我什么都不会告诉你的。	510002193	
3	[PlayerName]	我会向有关部门如实反应你的配合情况，你说得越多，对你当下的情况越有利。		
4	约斯	……不知道。	510002194	
5	薇拉	呵，要我说，你这就是在浪费时间。把她交给我，我会让她开口的。	510002195	
6	[PlayerName]	……约斯，你应该认识，我身旁这位是谁吧？		
7	约斯	……	510002196	
8	约斯	我、我不知道。	510002197	
9	薇拉	……[PlayerName]，我有点渴了，帮我去买罐电解液。	510002198	
10	薇拉	就近找个地方买就行，等你回来，我也差不多问完了。	510002199	
11	薇拉	好了，这里就剩下我们两个人了。让我想想，该怎么陪你玩呢？	510002200	
12	约斯	你……你要做什么？	510002201	
13	薇拉	你知道吗？再怎么习惯沉默的人，当尖枪划破喉咙时，都会无可抗拒地发出濒死的呜咽。	510002202	
14	薇拉	像你们这样的人，总容易把自己想得太过重要，好像守住那点秘密，全世界都会把你敬奉成殉道者似的。	510002203	
15	薇拉	但实际情况是，牢里还有七八个杂碎在排队等着我，前面的人不说，我就撕开他们的喉咙给后面的人听……	510002204	
16	约斯	别过来，别伤害我！	510002205	
17	薇拉	总会有废物吐出我想要的答案……到那个时候，前面的人，就全都白死了。	510002206	
18	约斯	我、我什么都说，求你了！	510002207	
19	约斯	有倒是有，但是……	510002210	
20	薇拉	——嗯？	510002211	
21	约斯	但、但是我们每次都是在时序广场附近集合，然后被蒙住眼睛，穿过一条地下密道，来到一个黑色的房间……	510002212	
22	薇拉	从时序广场出发，要花多长时间才能到那里？	510002213	
23	约斯	大概要……十分钟左右。	510002214	
24	薇拉	那处黑房间附近有没有什么特别的地方？比如装潢风格、环境之类的？	510002215	
25	约斯	我也只去过两次，只记得那里的空间很大，很黑，有点像是库房……	510002216	
26	约斯	环境……记得上一次，我依稀听到了楼上传来爵士乐的声音。	510002217	
27	薇拉	……爵士乐？还有别的吗？	510002218	
28	约斯	我……我已经把知道的全跟你说了，求你放了我吧……	510002219	
29	薇拉	啧，你再嚎两声，我就真要把你脖子抹了。	510002220	
30	薇拉	给我老实呆着，等[PlayerName]回来。	510002221	
31	[PlayerName]	辛苦你了，薇拉。		
32	薇拉	对付这种软蛋算不上什么辛苦，比那种不得不溅你一身血的傻子强多了。	510002222	
33	薇拉	接着说正事，根据刚才套到的情报，整个商业区应该只有一个地方符合这些特点……	510002223	
34	薇拉	我们直接去问问星尘酿泡的负责人，看看他有什么解释。	510002227	
35	约斯	我也是拿钱办事，别的什么都不知道……真的！没骗你！	510002209	
36	约斯	芙洛世商会的赫西亚。我也是刚入伙不久，只送了几份威胁信，别的什么也没做！	510002208	
37	薇拉	没错，而且按照约斯的说法，那个秘密据点应该就在星尘酿泡的下面。	510002226	
38	薇拉	你不是和那家店的老板很熟吗，他有没有跟你说过，店里有什么隐藏的秘密通道？	510002225	
39	薇拉	你回来的路上是不是被车给撞了？你的意思是，这帮人从时序广场出发，兜了一大圈，最后又跑了回来？	510002224	
40		你们在为谁工作？		
41		你们为什么要阻挠开发计划？		
42		你们有固定的据点吗？		
43		我正在帮你。		
44		你再不说，大的就要来了。		
45		星尘酿泡。		
46		库洛洛咖啡。		
47		时序广场。		
48		好，现在就出发吧。		
49		之前从没听说过星尘酿泡有地下设施。		
50		我对店里的环境还挺熟的，应该没有。		
