TextId	ActorName	ActorTalk	Cv	Desc
1	赛利卡（通讯中）	[PlayerName]，商业理事会已经安排好了就职仪式的流程，到时候，露天广场的商家都会参加。	510002022	
2	赛利卡（通讯中）	这段时间里，我已经把有关芙洛世商会的消息如实上报了，你那边有没有收集到什么最新的情报？	510002023	
3	[PlayerName]	我发现了一份纸质名单，上面记录的似乎都是芙洛世商会准备威胁的商家。		
4	赛利卡（通讯中）	名单？可以让我看看吗？	510002024	
5	赛利卡（通讯中）	……虽然没法直接认定这是芙洛世商会的文件，但或许经过相关人员的调查，也能排查出一些其他的线索。	510002025	
6	赛利卡（通讯中）	我会尽快提交给有关部门的，辛苦你了，[PlayerName]。	510002026	
7	赛利卡（通讯中）	在正式调查结束前，露天广场这边还是要靠你来维持秩序。目前露天广场的开发正处于关键阶段，要是在这个时候出了乱子就糟糕了。	510002029	
8	赛利卡（通讯中）	嗯，我刚刚在想……仅凭单个商家，或许无法对抗芙洛世商会的威胁，但如果，我们将所有的商家都团结起来呢？	510002030	
9	赛利卡（通讯中）	我有一个可以有效抵制芙洛世商会违规扩张的建议，要听听我的想法吗，[PlayerName]？	510002031	
10	赛利卡（通讯中）	就职仪式就要开始了，你要是准备好了的话，随时联系我。	510002032	
11	赛利卡（通讯中）	毕竟他们的靠山，有可能是黑野这样的利益集团。	510002027	
12	赛利卡（通讯中）	情况的确有些棘手，但这也是展现你首席特派员实力的时候了。	510002028	
13		感觉芙洛世商会有点太张扬了。		
14		我还真是临危受命啊。		
15		交给我吧。		
16		我尽力……		
