TextId	ActorName	ActorTalk	Cv	Desc
1	健谈的服务员	请前来用餐的客人们取号排队，并自觉维持秩序，多谢合作。	510000106	
2	露西亚	请问，周围这么多人都是在等位用餐的吗？	510000107	
3	健谈的服务员	是啊，今天店里推出了些新品菜肴，老板特地花钱投了个广告，没想到效果这么好。	510000108	
4	露西亚	能麻烦查一下现在有多少人在排队吗？	510000109	
5	？？？	……四……十三……	510000110	
6	[PlayerName]	（有什么声音，在脑海中……）		
7	健谈的服务员	请稍等……目前有四十三桌在等位，可能需要等待两个小时左右。两位需要取票吗？	510000111	
8	露西亚	旁边的库洛洛咖啡怎么样？我们可以去那里品尝一些饮品和糕点。	510000113	
9	露西亚	需要等待的时间有点久了。指挥官，我们要不换个地方吧，旁边的库洛洛咖啡怎么样？	510000112	
10	[PlayerName]	四十三……		
11	[PlayerName]	还是换一家吧。		
12	[PlayerName]	嗯，我们走吧。		
