TextId	ActorName	ActorTalk	Cv	Desc
1	露西亚	指挥官应该会喜欢这个颜色的包装吧……那个是？	510002066	
2	露西亚	指挥官？	510002067	
3	[PlayerName]	你在做什么呢？		
4	露西亚	听说露天广场初次建设的成果很不错，我就想着也过来看一看。	510002068	
5	露西亚	我给你买了一款香氛诱发器，听丽芙说，把它放在宿舍中，可以有效缓解疲劳。	510002069	
6	露西亚	最近你一直在忙着协助这边的规划工作，夜里总是工作到很晚。既然是休假期，还是要注意好好休息，指挥官。	510002070	
7	露西亚	最近要是再有什么琐碎的任务，就请直接转交给我吧。	510002071	
8	工作机器人xmax	茵泰欢迎，满意随行。两位顾客，欢迎光临茵泰百货，请问我能为你们做些什么？	510002074	
9	工作机器人xmax	茵泰正在举行黄金时代玩偶复兴活动，顾客可在线下店面消费获取奖章，参与抽取黄金时代的限量款玩偶。	510002075	
10	露西亚	指挥官，你接下来有空吗？我这边方才买了一件商品，刚好有几枚奖章。	510002076	
11	露西亚	我想要参加这个活动，之后要是时间允许，我还想和你一起在广场的其他地方逛逛。	510002077	
12	露西亚	我也会注意督促你的，指挥官。	510002072	
13	露西亚	要是遇到了那样的情况，也请及时联络我。我会陪在你身边，为你分担些力所能及的工作。	510002073	
14		露西亚。		
15		（悄悄靠近）		
16		嗯，我会注意的。		
17		有些任务确实推脱不掉……		
18		没问题。		
