TextId	ActorName	ActorTalk	Cv	Desc
30090301	比安卡	我刚才一直在看近期上映影片的影评。	510021012	
30090302	比安卡	最近上映的电影似乎口碑都很一般……	510021013	
30090303	比安卡	爱情片都是欢喜冤家与固执的父母，谍战片又是孤胆英雄和叛徒上司……	510021014	
30090304	比安卡	好像都是看到开局就能猜到结尾的故事。	510021015	
30090305	[PlayerName]	也许是因为比安卡开始自己创作剧本了吧？		
30090306	[PlayerName]	所以对故事走向更加敏锐了。		
30090307	[PlayerName]	所以对故事水平的要求也更高了。		
30090308	[PlayerName]	不知道什么时候，能在荧幕上看到比安卡的故事。		
30090309	比安卡	看来我要更加努力了。	510021016	
30090310	[PlayerName]	我们找时间去私人影院看看？还有很多经典电影等我们发掘呢。		
30090311	比安卡	嗯，为了更快进步，我也得开始整理拉片笔记了。	510021017	
