TextId	ActorName	ActorTalk	Cv	Desc
1	赛利卡（通讯中）	收到通讯——[PlayerName]，真巧，我刚还想联络你，向你传达一则通知。	510002000	
2	赛利卡（通讯中）	既然你先打过来了，还是你先说吧，找我有什么事吗？	510002001	
3	赛利卡（通讯中）	芙洛世商会、黑野……这已经属于是严重破坏市场秩序的行为了，我会通知相关部门尽快处理调查，以免影响到露天广场的开发计划。	510002002	
4	赛利卡（通讯中）	不过也是正好，我要跟你传达的通知，也和露天广场有关。	510002003	
5	赛利卡（通讯中）	经过几个部门的联合讨论，商业理事会决定任命你为露天广场的首席特派员，全权领导理事会的开发计划。	510002004	
6	赛利卡（通讯中）	由执行部队来统筹露天广场的开发，是多方衡量利弊后得出的一致结论。	510002005	
7	赛利卡（通讯中）	在执行部队承办的多次活动之中，你的表现最为优异，所以这个职位也就非你莫属了。	510002006	
8	[PlayerName]	特派员都需要做些什么？		
9	赛利卡（通讯中）	统筹资源、合理规划商业活动、维持市场秩序——对这些工作，你应该已经得心应手了吧？	510002007	
10	赛利卡（通讯中）	需要注意的是，如果你的猜测无误，芙洛世商会很可能会在此期间妨碍你的工作推进。在我们正式的调查结束之前，最好还是不要和他们扩大冲突。	510002008	
11	赛利卡（通讯中）	不久之后，商业理事会将举办一场正式的就职仪式，在那之前，我建议你亲自走访一下露天广场，看看能不能找到什么芙洛世商会干扰市场的新线索。	510002009	
12	赛利卡（通讯中）	至于具体的工作细节，等就职仪式结束后，我会再与你同步。接下来的一段时间，露天广场就拜托你啦，首席特派员！	510002010	
13		收到。		
14		好突然的任命		
