TextId	ActorName	ActorTalk	Cv	Desc
1	库锅锅	……在你们店的、汉堡中、发现了、丢失的香料。你还想、怎么解释！	510002081	
2	店长型碧儿	海洋之心选用的佐料向来都是独立创制，你们不要胡说八道，破坏本店的声誉嗷呜。	510002080	
3	库锅锅	经过对比分析、样本接近度达到、96.87%！你们就是、盗窃了、阿迪莱商会的香料！	510002082	
4	店长型碧儿	不可能，本店的所有食材都是货源明确、有数据记录在案的嗷呜！	510002083	
5	库锅锅	是[PlayerName]！您来的刚好、请您来、评评理——	510002084	
6	库锅锅	前些天、商会丢失了、一部分特色香料，但我们今天、从海洋之心的汉堡中、发现了这些香料。	510002085	
7	店长型碧儿	如果真的是我们偷走了香料，怎么可能会堂而皇之地摆出来卖嗷呜！	510002086	
8	店长型碧儿	灰鸦指挥官，能拜托您调查这起案件吗？我向您保证，海洋之心绝对没有偷窃香料嗷呜！	510002087	
9	店长型碧儿	如果您能够证明本店的清白，那海洋之心旗舰店就愿意加入业主委员会嗷呜！	510002088	
10	库锅锅	只要能查清、是谁偷了香料、本店也愿意加入委员会。	510002089	
11	露西亚	双方各执一词，这么吵下去也不是办法，要接受他们的调查委托吗，指挥官？	510002090	
12	[PlayerName]	当然，这符合露天广场的利益。		
13	[PlayerName]	我会尽快开始调查，香料是在什么地方丢失的？		
14	库锅锅	商会、有一座仓库、坐标已经发送给你了。仓库的监控、在案发时、受到了屏蔽干扰。	510002091	
15	库锅锅	麻烦您了、灰鸦指挥官、请一定要查出、香料的下落。	510002092	
16		发生什么事了？		
17		都别急，以和为贵。		
18		听起来确实有些蹊跷。		
