TextId	ActorName	ActorTalk	Cv	Desc
30090201	比安卡	这里的视野很好。	510021006	
30090202	比安卡	既能看到平凡宁静的生活图景，也能看到像雪原一样的云层。	510021007	
30090203	[PlayerName]	还能看到愉快而放松的比安卡。		
30090204	[PlayerName]	（静静看着比安卡。）		
30090205	比安卡	还是那句台词吗？	510021008	
30090206	比安卡	“我喜欢我看向别处时，你的目光落在我身上。”	510021009	
30090207	[PlayerName]	看来电影的台词，都能从生活中找到源头。		
30090208	比安卡	您……怎么一直看着我？	510021010	
30090209	[PlayerName]	“我喜欢我看向别处时，你的目光落在我身上。”		
30090210	[PlayerName]	电影的台词，往往都能从生活中找到源头。		
30090211	比安卡	真好，这样宁静的生活，希望能一直持续下去。	510021011	
30090212	[PlayerName]	“只要你头顶上的星星依旧闪烁。”		
