TextId	ActorName	ActorTalk	Cv	Desc
1	露西亚	指挥官，有很多人都聚集在那边，我们也去看看吧？	510002296	
2	库锅锅	谢谢、各位的、观看，今天的表演、到此为止。	510002297	
3	店长型碧儿	接下来就是激动人心的切蛋糕环节嗷呜！	510002298	
4	露西亚	这两位是……海洋之心旗舰店和阿迪莱商会分店的店长？	510002299	
5	店长型碧儿	哦哦！是[PlayerName]和露西亚小姐！快请上前来嗷呜！	510002300	
6	库锅锅	海洋之心旗舰店、和阿迪莱商会、决定从今日起、开始联合经营店面！	510002301	
7	店长型碧儿	很多顾客尝到了搭配着商会香料的汉堡，都表示欲罢不能嗷呜！	510002302	
8	店长型碧儿	出于长久发展的考虑，我们决定合作生产这种全新类型的汉堡嗷呜！	510002303	
9	店长型碧儿	为了庆祝这次合作，我们举办了现场演出和切蛋糕仪式。我觉得，由[PlayerName]来切这个蛋糕最合适了嗷呜！	510002304	
10	库锅锅	我同意、如果没有二位、找出离间我们的真凶、也不会有我们今天的合作。	510002305	
11	露西亚	……我吗？	510002306	
12	露西亚	好，我明白了。	510002307	
13	店长型碧儿	二位请在台上稍等片刻，我们想要留影纪念切蛋糕的瞬间，现在正在调试相机嗷呜！	510002308	
14	露西亚	这次庆典，指挥官玩得开心吗？	510002309	
15	露西亚	能陪在你的身边，度过这样的一段时光，我当然很开心。	510002312	
16	露西亚	看着这块蛋糕，我不禁想到了一些和许愿相关的事情，如果可以的话……	510002313	
17	露西亚	嗯，我希望在未来，我能和指挥官度过更多像今天一样的时光。	510002314	
18	露西亚	不论是在哪里都行，我想要和你做很多的事，留下很多美好的回忆……	510002315	
19	店长型碧儿	两位！相机调试好了嗷呜！	510002316	
20	库锅锅	现在、开始倒计时——	510002317	
21	店长型碧儿	3、2、1——	510002318	
22	露西亚	希望——我们的愿望总会交织在一起，向着未来，绽放出最美好的奇迹。	510002319	
23	露西亚	那就太好了。	510002310	
24	露西亚	可能是因为环境太嘈杂了？我们稍后去安静的地方休息一下吧。	510002311	
25		你们这是在做什么？		
26		祝贺你们。		
27		这么快就化敌为友了？		
28		我们一起吧，露西亚？		
29		当然，这是我们一起取得的成果。		
30		很开心。		
31		一般。		
32		露西亚此刻有什么愿望吗？		
33		我也一样。		
34		你的愿望会实现的。		
35		露西亚呢，玩得开心吗？		
