TextId	ActorName	ActorTalk	Cv	Desc
1	[PlayerName]	（这个图案，难道是传说中的……好感度？）		
2	里	你……怎么一直盯着我看。	510010008	
3		果然，真的有变化。		
4	里	唔，你突然靠近是要——？！	510010009	
5		（伸手摸里的脑袋）		
6		（握住里的手）		
7	里	……抓两下就想跑？	510010010	
8	里	要做什么就认真一点。“从一而终”这种事可不需要我来告诉你。	510010011	
9		因为担心你会讨厌。		
10	里	其他那些都不重要，如果你喜欢，就可以。	510010012	
11	里	如果是这种事，下次可以直接说。	510010013	
12	里	我不会拒绝你。	510010014	
13		里喜欢这样吗？		
14	里	这句话应该我问你才对。	510010015	
15		那……		
16		（轻轻捏一把里的脸颊）		
17		（收回手后退几步）		
18	里	……看来你是在做什么忍耐度测试。	510010016	
19	里	还是说某种新型的恶作剧方式——说吧，下一步又是哪里？	510010017	
20		询问的潜台词是可以继续了？		
21	里	我无所谓，前提是你不介意，之后我会在你身上连本带利地讨回来。	510010018	
22	里	……可以了，停下。你还想退到哪里。	510010019	
23		给你多留出自由的空间不好吗？		
24	里	不、好。远离我你会觉得高兴？	510010020	
25	里	我没说过抗拒你的靠近，更不会接受这种疏远的距离。	510010021	
26	里	接下来还想做什么。虽然不知道为什么这些能让你高兴，但那不重要。	510010022	
27		里怎么知道的？		
28		别乱说我才没有。		
29	里	你头上的数字。它一直在增长，看来你很享受这个过程。	510010023	
30		我这里也有数字？		
31	里	“也”？你看到我这边的数字了？所以才做那些举动。	510010024	
32		只是好奇……		
33	里	下次这种事直接问就好。只是活动的一种方式，我不会对你隐瞒什么。	510010025	
34	里	不过刚才你“捉弄”我的债，是应该讨回来。	510010026	
35		我才没有捉弄你。		
37	里	不重要。总之你弄掉的数值，你要负责把它们补回来。	510010027	
38	里	你可要做好准备，直到它变成100%之前，我都不会放你离开。	510010028	
