TextId	ActorName	ActorTalk	Cv	Desc
1	罗塞塔	……对不起，我没能捉住他。	510015100	
2	罗塞塔	嗯，多亏了指挥官，我会尽快适应新机体的作战模式。	510015101	
3	罗塞塔	冰心皇是曾经苏菲亚城统治者的称号……但我没听说过扎克这个名字。	510015102	
4	罗塞塔	那个家伙就是在极地上袭击了我的构造体，没想到他竟然会混在随行团里面。	510015103	
5	罗塞塔	这台机体的源头是爷爷的手稿，航线联合还没能完全解读其中的技术，他收集这些到底要做什么……	510015104	
6	罗塞塔	不，现在想这些也没用。指挥官，就如那个冰心皇所说，冰川中复活的“亡灵”正在攻击极地上的人们。	510015105	
7	罗塞塔	我现在最该要做的应该是回到新苏菲亚城，指挥官……空中花园，可以帮助我回到地球吗？	510015106	
8	阿西莫夫	状况我都清楚了。	510015107	
9	阿西莫夫	你和罗塞塔回到这边来吧，哈桑议长也有要让我传达的事情。	510015108	
10		你没事就好。		
11		他刚刚说的……		
12		他似乎在收集你机体的信息。		
13		交给我吧。		
