TextId	ActorName	ActorTalk	Cv	Desc
1	里	这里，是链路有问题吗？……嗯？是指挥官。		
2	里	我观察到这台库理理的行动逻辑有些异常，拦下来进行一些维护修理。		
3	里	这些库理理负责着对其他机械体的维修，可能工程部队忘了给它们设置自检模块了。		
4	里	我编写了新的行动逻辑链路，不会再有什么问题了。		
5	里	的确有这个必要，指挥官，能帮我联系工程部队吗？		
6	里	这台修复之后，我会先进行安全性测试，确认测试通过后，我会把新的逻辑链路分享给工程部队。请他们为库理理们更新自检固件的。		
7	里	辛苦你了，指挥官，后续就交给我吧。		
8	里	来得太及时了，指挥官。能帮我记录一下这组数据吗？		
9	里	这台库理理是由家用清洁型库洛洛改造的，运行中发现一些异常，但日志数据却显示一切正常……		
10	里	奇怪，指挥官记录的数据也没有异常。但是它的行为表现和其他的库理理相比，又有明显的误差。		
11	里	的确，那问题只能是机械结构了，我来检查一下。		
12	里	里熟练地拆开运行异常的库理理外壳，仔细检查内部的机械结构。		
13	里	果然，这台库理理之前长期从事家用清洁业务，相关的机械部件早就有了一定程度的磨损。		
14	里	粗暴套用维修型库洛洛的逻辑链路，导致它在运行中产生了偏差。		
15	里	接下来，只要把这些磨损件替换掉就行了。配合得不错，辛苦你了，指挥官。		
16	里	嗯，指挥官可以先去忙，之后再见。		
17		在做什么呢？		
18		需要帮忙吗？		
19		有些事情，刚好路过这里，晚点再找你？		
20		需要排查一下其他的库洛洛吗？		
21		没问题。		
22		记录数据？里是在做什么研究？		
23		是我记录的这些数据吗？		
24		或许问题不在逻辑链路上？		
25		看来找到症结了。		
