TextId	ActorName	ActorTalk	Cv	Desc
1	神威	嘘——	510034010	
2	神威	指挥官，教室里面有些学生在好用功地学习！	510034011	
3	神威	我们不要打扰到他们啦。	510034012	
4	[PlayerName]	别担心，我对法奥斯为学生配发的隔音设备非常熟悉。		
6	神威	呼，那我就放心了。	510034013	
7	神威	为课业努力也是学生时代的重要组成部分啊！嘿嘿，看他们全身心投入的样子总觉得自己也被感染了！	510034014	
8	[PlayerName]	神威就是这样的性格呢。		
9	[PlayerName]	神威也想学习了吗？		
10	神威	嗯……我一直在向大家学习哦！我刚刚说的是想体验坐在教室里的感觉！	510034015	
11	神威	和大家安安静静地坐在课堂里，一起对着书本或终端学习，那种感觉一定很不一样吧。	510034016	
12	[PlayerName]	那么下次，我去申请一套法奥斯的公开课吧。		
13	神威	咦？像之前那个公共课程一样吗？	510034017	
14	[PlayerName]	嗯，但保证比那个有趣的多。		
15	神威	真的吗？！一言为定哦！要不我们现在就定下时间吧？	510034018	
16	神威	我会回礼的！指挥官一直这么包容我，我也想为指挥官做些什么。	510034019	
