TextId	ActorName	ActorTalk	Cv	Desc
1	导航员	全部的准备已经做好了，接下来只需要输入[PlayerName]你带来的认证码就可以开始深潜了。	510015068	
2	导航员	阿西莫夫先生因为有个重要会议所以暂时离开了，说在深潜结束后向他说明结果就好。	510015069	
3	导航员	除了意识海以外的其他数值都在正常范围，只要我们接下来能依照计划打开黑盒，找到启动锁的突破点就能让罗塞塔苏醒过来。	510015070	
4	导航员	接下来说明一下深潜的注意事项吧，虽然你有相当多进入意识海的经验，但经由新型设备的潜入还是第一次。	510015071	
5	导航员	这个仪器是由技术部门为了处理和应对新一代意识海故障而研发的设备，除了原本修复意识海的功能以外还拥有一定的攻击性。	510015072	
6	导航员	嗯，为了应对意识海的复杂状况，我们通过这台仪器强化了潜入者的攻击性，让其能在意识海中使用名为“獠牙”的武装系统。	510015073	
7	导航员	至于这个獠牙的事情你要是感兴趣的话可以之后查阅资料，我就不作额外解释了。	510015074	
8	导航员	你在准备好以后就到深潜仪那里吧，我会在这里全程协助你的。	510015075	
9		阿西莫夫呢？		
10		罗塞塔的状况如何？		
11		攻击性？		
