TextId	ActorName	ActorTalk	Cv	Desc
1	阿呆蛙	呱，只要将这些露珠洒在埋有三叶草种子的土壤上，吸收了足够美好情感的种子，便能孕育出奇迹的四叶草。	510000084	
2	阿呆蛙	种子阿呆蛙已经埋好了，现在，让我们一起把心愿露珠洒上去吧！	510000085	
3	阿呆蛙	呱！快看！奇迹四叶草长出来啦！	510000086	
4	露西亚	好漂亮……	510000087	
5	露西亚	阿呆蛙，只要对奇迹四叶草许愿，你就能离开这个循环吗？	510000088	
6	阿呆蛙	呱！没错，阿呆蛙终于可以看到新一天的日出啦！	510000089	
7	阿呆蛙	谢谢你们！要不是有你们帮忙，阿呆蛙肯定没法这么快种出奇迹四叶草！	510000090	
8	阿呆蛙	图书馆的乌龟爷爷常说，真挚的心愿能孕育出奇迹！呱，果然是真的！	510000091	
9	阿呆蛙	以后你们要是也像阿呆蛙一样，徘徊在原地，不知何处是前方时，一定要想起这句话呱！	510000092	
10	露西亚	嗯，我们会的。	510000093	
11		（洒下露珠）		
12		没关系。		
13		要是有奖励就更好了。		
