TextId	ActorName	ActorTalk	Cv	Desc
1	薇拉	黑野在露天广场的势力被一窝端了，接下来不会再有人妨碍你们的开发计划。	510002269	
2	[PlayerName]	多谢帮忙，薇拉。		
3	[PlayerName]	还好有你在。		
4	薇拉	得了吧，就算没有我在，这点小鱼小虾也不配掀起什么风浪。	510002270	
5	[PlayerName]	你之后有什么打算？		
6	薇拉	芙洛世还没垮台，任务仍在继续。我会撬开赫西亚这群杂碎的嘴，然后用他们钓出更大的猎物。	510002271	
7	薇拉	……不过在那之前，还记得我之前提到的“晚餐”吗？我们两个的调查速度，比我预期的还要快。	510002272	
8	[PlayerName]	是要一起吃饭吗？		
9	薇拉	怎么，你敢拒绝？	510002273	
10	[PlayerName]	有点……		
11	薇拉	……	510002274	
12	[PlayerName]	……开玩笑的。		
13	薇拉	那就走吧，这边正好有一家口味还算可以的餐厅。	510002275	
14	[PlayerName]	对了，薇拉。		
15	薇拉	怎么了？	510002276	
16	[PlayerName]	这是广场游玩体验券，收下吧。		
17	[PlayerName]	露天广场完成开发的那天，要记得来玩。		
18	薇拉	……行啊。我正好也想看看，你到底能把这半新不旧的破地方建设成什么样子。	510002277	
19	薇拉	到时候，可不要辜负了我的期望，指~挥~官~？	510002278	
