TextId	ActorName	ActorTalk	Cv	Desc
1	万事	你来了，[PlayerName]。	510028001	
2	[PlayerName]	抱歉，等很久了吗？		
3	万事	因为不想让你等我，所以稍微来早了一些。	510028002	
4	万事	昨天一直在忙任务……直到很晚才空闲下来。	510028003	
5	[PlayerName]	黑眼圈好重，你真的休息好了吗？		
6	万事	没关系，任务间隙里也一直在休息。休息方式是闭上眼睛思考“和你看一整天电影”的事。	510028004	
7	万事	要选什么影厅，选什么类型的电影，看完电影之后要怎么安排……怎么才能够让今天更有意义一点。	510028005	
8	[PlayerName]	除了看电影，还有别的项目？		
9	[PlayerName]	我要检查你昨晚的休眠数据。		
10	万事	有的，我在休息室搭好了柔软的卧榻，方便我们看完电影就冲回去躺下，极速开始窝在一起睡大觉。	510028034	
11	万事	不过，至少现在，就先一起好好享受电影吧。	510028035	
12	万事	之后的事情，就在梦里安排吧。现在不如先挑挑影厅模式？	510028036	
13	万事	按照影院的说明，我们可以选传统的私人影厅，或者VR设备的实时演绎。	510028006	
14	万事	[PlayerName]，主动权就交给你了。	510028007	
15	[PlayerName]	私人影厅		
16	[PlayerName]	虚拟演绎		
