TextId	ActorName	ActorTalk	Cv	Desc
1	赛琳娜	“我感到我看见了你，于是，在黑暗中我放舟启航，向旭日，向繁花。”	510014001	
2	赛琳娜	“即使晨光隐曜，芳菲凋零，我也要向前航行。”	510014002	
3	赛琳娜	如约而至与不期而遇，哪一个更令人欣悦？	510014003	
4	[PlayerName]	如约而至，因那份盼望。		
5	[PlayerName]	不期而遇，因那份惊喜。		
6	[PlayerName]	哪个都好，只要是你。		
7	赛琳娜	那么下一篇诗作，就以此为主题吧。	510014004	
8	赛琳娜	狡猾的对答，请许我回赠相同的心意。	510014005	
9	赛琳娜	一如既往地准时，指挥。	510014006	
10	[PlayerName]	这个企划是你办的？		
12	赛琳娜	是的，我是这次活动的宣传大使，也是企划发起者。	510014007	
13	[PlayerName]	我想必能听到大使亲自讲解创意。		
14	赛琳娜	我的荣幸。	510014008	
15	赛琳娜	“艺”这个字，在人类语言的最初，指的既是表达美学的“艺术”，也是精练实用的“技艺”。它们的共同点都在于，是人用来重塑世界的方式。	510014009	
16	赛琳娜	无论艺术还是技艺，从不真正孤独。无论是与前人，与同袍，或是与后继者，人们其实一直在携手前行。	510014010	
17	[PlayerName]	所以叫“双人成艺”……		
18	赛琳娜	两个人是最小的协作单位，也是我们重建大宇宙的开始。	510014011	
19	赛琳娜	协会的目的，就是希望人们能与重要的人一起，体验在艺术中共建世界。	510014012	
20	赛琳娜	一起去活动会场吧，指挥，我们边走边说。	510014013	
