TextId	ActorName	ActorTalk	Cv	Desc
1	莱顿	抱歉抱歉，还请再稍等一下！今天店里太忙，我也不知道老板把纪念品放在了哪里......	510003048	
2	[PlayerName]	还是说，今天罗斯不在店里？		
3	莱顿	哎？原来您也不知道吗？我还以为以你们的朋友关系，老板一定会向你求助之类的。	510003049	
4	莱顿	这......虽然只是我的猜测，但我们都觉得老板应该是碰到什么棘手的难题了。	510003050	
5	露西亚	难题？情况很严重吗？	510003051	
6	莱顿	不确定，他什么都不肯和我们说，但一定和店里的事有关。	510003052	
7	莱顿	有一次我听到老板愁眉苦脸的，嘴里似乎还说着库洛洛咖啡的未来该怎么办......	510003053	
8	莱顿	唉，一时间恐怕没有办法解释清楚，但老板最近状态真的很差，好像已经失眠很久了。	510003054	
9	[PlayerName]	有什么问题，我也会尽量帮忙的。		
10	莱顿	真的吗？如果可以的话，真是太感谢了！	510003055	
11	莱顿	店长平时对大家都很好，我们真的不忍心看到他这么难受......	510003056	
12	莱顿	等今天忙完之后，有什么需要也可以尽管来找我和海莉！我们也想帮上店长的忙。	510003057	
13	莱顿	啊，原来纪念品被挤到了储物柜的最深处，难怪一直找不到。	510003058	
14	莱顿	——呼，翻出来了。给你，[PlayerName] 。	510003059	
15	莱顿	活动体验和打卡任务的奖品都会在之后邮寄给你们，不过今天你们可以直接带走打卡照片的冲印版。	510003060	
16	莱顿	是特意赠送给你们的额外福利，还请收下。	510003061	
17	露西亚	既然已经拿到纪念品，那我们准备一下就出发吧，指挥官。	510003062	
18		不如直接问他？		
19		求助？罗斯先生出了什么事？		
20		他最近不常和我联系。		
21		别担心，我会找他了解一下情况。		
22		多谢，我会的。		
23		那我们就不客气了，感谢。		
