TextId	ActorName	ActorTalk	Cv	Desc
1	投影讲师	够了，我已无法忍受这般严重违纪的行为！	510031067	
2	【kuroname】	【帮助神威】		
3	【kuroname】	【不行动】		
4	神威	指挥官……！	510031068	
5	神威	……好险！	510031069	
6	神威	等一下，那是粉笔吗？好复古！好酷！	510031070	
7	投影讲师	座位号z136的同学与他的同桌，如果是战场，子弹是不会给你们第二次机会的！现在请你们离开这个课堂！	510031071	
8	神威	是！对不起！！	510031072	
9	神威	不过这样就可以直接离开了吗？不需要继续听老师讲完？	510031073	
10	【kuroname】	……应该是吧，我没有经历过。		
11	神威	所以我也算带指挥官体验了一回从未有过的校园生活了?	510031074	
12	【kuroname】	这种经历很有趣。		
13	【kuroname】	的确没被赶出过教室。		
14	神威	嘿嘿，也不坏嘛！就像触发了游戏中的彩蛋一样。	510031075	
15	神威	那现在我们就“受罚”吧！	510031076	
