TextId	ActorName	ActorTalk	Cv	Desc
1	露西亚	指挥官，我扫描了这间仓库，只有这一个物资箱遭到了破坏。	510002093	
2	[PlayerName]	箱子中堆放着存储香料的容器，有几罐还被打破了，香料散落得到处都是。		
3	露西亚	从切割面来看，偷窃者使用的工具非常尖锐，且刃身较宽，足够刺穿这样的合金材料。	510002094	
4	露西亚	散落的香料都在一定程度上受到了高温的炙烤，而且受热很不均匀……我猜测，切开箱体的工具还配备了基础的电热模块。	510002095	
5	露西亚	这样推测下来的话，偷窃者使用的工具应该是……	510002096	
6	露西亚	没错，根据我的了解，偷窃者使用的很可能是军用的制式兵器。	510002097	
7	露西亚	海洋之心旗舰店的员工都是清一色的机械体，而工作型机械体配备的激光切割工具，与我们的调查结果并不匹配。	510002100	
8	[PlayerName]	既然眼下没有其他的线索，我们可以暂时先将目标锁定为人类与构造体，调查下是否有谁具有作案嫌疑？		
9	露西亚	嗯，虽然在案发时，仓库的监控遭到了干扰，但我们可以搜集附近监控的信息，排查附近的人员流动。	510002101	
10	露西亚	明白，指挥官。	510002102	
11	露西亚	但是，激光枪很难造成这样平整的切割面。	510002098	
12	露西亚	……超声波？根据我的作战经验，声波武器并不能达到切割金属的效果。	510002099	
13		（检查物资箱）		
14		一把长刀。		
15		激光枪。		
16		超声波攻击。		
17		我们赶快行动吧。		
