TextId	ActorName	ActorTalk	Cv	Desc
1	西里安	这种动物竟然生活在海洋中？这样庞大的体积，游动时得推开多巨量的海水……		
2	西里安	那一定………一定很……		
3		很壮观。		
4		很不可思议。		
5	西里安	虽然只是艺术化的投影，也能想见这种神奇生物的风姿了。		
6	[PlayerName]	你没有见过鲸鱼吗？		
7	西里安	我很少去地面执行任务，更别说前往海洋了，只在一些旧档案的影像中见过。		
8	西里安	像这样在身边游动起来的，还是第一次看到。不知道为什么……居然会觉得有点孤独。		
9	[PlayerName]	看到这种与我们截然不同的生命时，大概每个人的感觉都是不一样的吧。		
10	西里安	说的也是，毕竟每个人都有自己的经历和想法。		
11	西里安	你呢？你看到它时也会有不一样的感觉吗？		
12		当然。不过，那就是我的故事了。		
13		当然，它就像一种思辨的载体。		
14	[PlayerName]	……一个很长的故事。		
15	[PlayerName]	不论是自然的、心理的或是哲学的，它总在不断向我们提出关于生命、孤独、死亡的叩问。		
