TextId	ActorName	ActorTalk	Cv	Desc
1	丽芙	原来还有隐藏任务，我也赞成把任务的福利奖品送给里作为礼物。	510003035	
2	丽芙	方才公布的规则说……完成活动体验后，可以从店员那里拿到周边纪念品。之后再前往时序广场，使用店内的拍照系统打卡，就可以获得最终的奖品。	510003036	
3	薇拉	这家店难道不知道多招点人吗？什么服务都没有。	510003037	
4	薇拉	呵，我倒是想点单坐下。接客的人说今天人手不够，座位还没有清理好，甚至还要去吧台自助点单。	510003038	
5	露西亚	我们稍后拿纪念品的时候，可能也会出现类似的情况……	510003039	
6	丽芙	提高效率……指挥官指的是？	510003040	
7	[PlayerName]	听店员说，打卡地的拍照系统录入终端也需要时间。等体验结束后，我们可以分成两路，同时行动。		
8	丽芙	原来如此……那我在体验结束后，直接赶去时序广场吧，这样就能提前将拍照系统录入终端了。	510003041	
9	露西亚	我和指挥官就先留下，等待店员给到纪念品之后，一起过去汇合，完成打卡任务。	510003042	
10	海莉	您好——已经到三位的活动体验时间了，请过去入场。	510003043	
11	海莉	这边的空位已经清理出来，这位小姐也可以入座了。	510003044	
12	薇拉	磨蹭这么久，再不清理好我就准备走人了。	510003045	
13	薇拉	[PlayerName] ，记得之后告诉我这个活动体验如何。	510003046	
14	薇拉	我等着你的消息。	510003047	
15		但店员们好像都忙不过来了。		
16		薇拉？我还以为你已经找到座位了。		
17		不如先准备个提高效率的计划？		
18		这样就可以尽量节省时间了。		
19		很完美的配合。		
