TextId	ActorName	ActorTalk	Cv	Desc
30200201	哈里乔	果然打不过你，明明以前还能赢一两次的。		
30200202	哈里乔	唉，下次还是偷偷搞点小动作吧。		
30200203	【kuroname】	我听见了。		
30200204	【kuroname】	这次只是侥幸。		
30200205	哈里乔	听见和能识破是两回事，哈哈。		
30200206	哈里乔	太谦虚也不是好习惯哦，【kuroname】。		
30200207	哈里乔	玩笑就开到这里，比赛是你赢了，作为赢家，你可以按照说好的向我提一个要求。		
30200208	【kuroname】	我倒想知道你原本想提什么。		
30200209	哈里乔	我想让你们下次再做什么大事的时候，把我也带上。		
30200210	【kuroname】	啊？		
30200211	【kuroname】	这是什么意思？		
30200212	哈里乔	因为最近你们每个人都在前线做了好多厉害的事，每个人都受人尊敬。		
30200213	哈里乔	而反观我呢，每次都正好不在那里。		
30200214	【kuroname】	你有别的任务不是吗？		
30200215	【kuroname】	你想受人尊敬？		
30200216	哈里乔	其他任务固然重要，但更重要的是……【kuroname】，一场同学，别把我落下。		
30200217	哈里乔	谁不想受人尊敬，但更多的是……【kuroname】，一场同学，别把我落下。		
30200218	哈里乔	状况只会越来越危险，我也想和你们一起战斗。		
30200219	【kuroname】	……我想好我的要求了。		
30200220	哈里乔	是什么？		
30200221	【kuroname】	下次再比的时候打败我吧。		
30200222	哈里乔	……		
30200223	哈里乔	打败你，然后再正式提要求是吧？好啊，下次我绝对不会输的！		
30200224	【kuroname】	好，来吧。		
30200225	【kuroname】	下次吧。		
