TextId	ActorName	ActorTalk	Cv	Desc
1	阿尔法	……来这边。	510030084	
2		怎么了？		
3		你这是……		
4	阿尔法	有人来了，小点声。	510030085	
6		挟持？		
7		危险分子？		
8	阿尔法	是刚才某个和我们擦身而过的学生报上去的吧。	510030087	
9	阿尔法	……看来没办法了。	510030088	
10		等等。		
11		你答应过我的。		
12	阿尔法	……	510030089	
13	教官	好，我继续巡逻，你们也不要放松警戒。	510030090	
14	阿尔法	那个人很老练，别乱动，要是被他看见你和升格者在一起……	510030091	
15	教官	唔，什么声音。	510030092	
16		（这是……）		
17	阿尔法	……！	510030093	
18	教官	是那边吗……	510030094	
19	女学生	教官！我刚刚在窗外看见有个很可疑的人往另外的方向跑了！	510030095	
20	教官	什么，我马上去！	510030096	
21	阿尔法	……？	510030097	
22	女学生	教官，等等我！	510030098	
23		这样算安全了吗？		
24	阿尔法	算是吧。	510030099	
25		阿尔法？		
26	阿尔法	……走吧，至少现在人都被引开了。	510030100	
