TextId	ActorName	ActorTalk	Cv	Desc
1	[PlayerName]	怎么了……发生什么事了？		
2	艺术爱好者	他居然说我的审美该检修？谁的审美才僵硬得像工程部队压箱底的强化材料啊？		
3	休假的工程师	灰鸦指挥官，您别理她，我们只是在讨论新皮乌斯美学风格……		
4	艺术爱好者	灰鸦指挥官，您来评评理，过一阵子不是会有相关主题展览吗？您说，是不是会造成不好的导向？		
5	休假的工程师	这种简洁、实用，能高效落地的设计风格，怎么就是不好的导向了？		
6	休假的工程师	强调艺术与工艺的统一，用理性普世的工业设计将美学与实用性结合，这就是当前人类最迫切的需求。		
7	休假的工程师	资源有限的当下，功能主义美学才是未来。		
8	艺术爱好者	你说的这是艺术吗？教条式地信奉功能主义，忽视技术对人的异化，这不是在创造牢笼吗？		
9	艺术爱好者	普世设计的下一步就是设计霸权，艺术怎么可以是千篇一律的冰冷逻辑。		
10	艺术爱好者	那只会造成历史风格的断代，文化上脉络断裂。		
11		放轻松一点两位……		
12		我理解你们对美学有不同见解。		
13	[PlayerName]	争论的核心，其实正是你们都希望我们生活环境能变得更好，不是吗？		
14	[PlayerName]	这一点你们是一致的。		
15	[PlayerName]	功能与情感，秩序与自由，从来都不是单选题。如何兼顾人文关怀和生存效率，也许正是这个展览想让我们思考的问题。		
16	艺术爱好者	……是我冲动了，我只是不希望“美”只剩下标准化公式。		
17	休假的工程师	公式是安全可靠的起点，但你们说得也对，我们不该只有公式。		
