TextId	ActorName	ActorTalk	Cv	Desc
1	莫卡	指挥官你们有什么发现吗？	510016025	
2		（将解码出来的内容告诉莫卡。）		
3	莫卡	……星语者计划？这个我在技术历史课上学到过欸！	510016026	
4		单从名字看，听起来像是某种太空广播。		
5	莫卡	没错！这是黄金时代的一种把祝福音频转码成电磁信号传送到卫星上，使其在宇宙中播放的服务。	510016027	
6	莫卡	只不过帕弥什爆发后，这些卫星都大多失联了，不再接收来自地面的讯号，但没有停止放送讯号。	510016028	
7	莫卡	这些讯号近些年已经成了小说家们钟爱的故事素材了，怪谈类的和浪漫小说都有。	510016029	
8	莫卡	我那里还有好几本呢，比如最近新出的《星海漂流的告白》。指挥官感兴趣的话我现在就拿过来，哦不，还是等待会再拿过来吧，先完成任务嘿嘿。	510016030	
9	卡列尼娜	比起讯息内容，我在想怎么收回这些卫星，这么多年都能维持运转的话，应该很有回收利用的价值。	510016031	
10		回收回来的话，说不定找到一些研究素材。		
11		接下来的测试，我也会注意这方面的。		
12	卡列尼娜	正是如此，刚刚我接着溯源了一下信号，位置在空域AR003，接下来就交给[PlayerName]你了。	510016032	
