TextId	ActorName	ActorTalk	Cv	Desc
1	丽芙	符合要求的照片都已经上传了，现在我们可以选择一张进行冲印带走。	510003069	
2	露西亚	指挥官想选哪一张？毕竟是需要你带回去的，按你的想法来会更好。	510003070	
3	丽芙	嗯，刚才我和露西亚已经商量好了。我们希望指挥官能收下这份礼物，就当作是这次活动的纪念。	510003071	
4	露西亚	这是灰鸦小队共同的心意，里也是这么想的，我刚刚和他确认过，他也赞成指挥官收下这张照片。	510003072	
5	[PlayerName]	那我就选——这张吧。		
6	丽芙	活动到这里应该就结束了。这个时间——我们今天已经外出行动很久了。	510003073	
7	露西亚	指挥官如果感到疲惫的话，我和丽芙可以现在陪你回休息室。	510003074	
8	露西亚	要是有些意犹未尽，我们也可以陪你再去体验下商业区的其他地方。	510003075	
9	露西亚	总之，不必急着做决定，指挥官可以慢慢思考。你的假期还有一段时间，在这段日子里，灰鸦小队都会陪伴在你的身边。	510003076	
10		你们已经决定好了吗？		
11		那你们呢？不带走纪念吗？		
12		我了解了，谢谢你们。		
