TextId	ActorName	ActorTalk	Cv	Desc
1	工程部队技术员大黑	我是工程部队的成员，我真的有很重要的事情。	510017028	
2	环空影像馆工作人员	抱歉，影像馆禁止携带摄影器材进入。	510017029	
3	工程部队技术员大黑	怎么跟你说不清呢……	510017030	
4	环空影像馆工作人员	影像馆禁止携带摄影器材进入。	510017031	
5	工程部队技术员大黑	来来回回总是说这么一句话。	510017032	
6	[PlayerName]	怎么了？		
7	工程部队技术员大黑	他不让我们带拍照设备进环空影像馆。	510017033	
8	[PlayerName]	……我这里显示……		
9	[PlayerName]	你离异常讯号的位置非常近。		
10	工程部队技术员大黑	我知道，所以我才很急，但他……	510017034	
11	[PlayerName]	我的意思是说……		
12	[PlayerName]	有没有一种可能，他就是……		
13	工程部队技术员大黑	啊？啊？！	510017035	
14	工程部队技术员大黑	这位朋友，拍个照？	510017036	
