TextId	ActorName	ActorTalk	Cv	Desc
1	丽芙	加油，小雪球，就差最后一点了……	510011001	
2	[Playername]	丽芙。		
3	丽芙	指、指挥官，你怎么……？	510011002	
4	[Playername]	工作人员说你帮了很多忙，我来探望一下你。		
5	丽芙	你来得……稍微有些早……	510011003	
6	[Playername]	丽芙知道我会来？		
7	丽芙	我本来还想亲自带你来的，等再晚一点，现在还没到时候……	510011004	
8	丽芙	这些蒲公英种子，是从地球远道而来的小客人……只是，她们还是不太适应现在的环境。	510011005	
9	[Playername]	培育蒲公英，很困难吗？		
10	丽芙	不止是蒲公英，几乎每一种植株的太空繁育都是一个漫长的过程。要根据生长习性调制光照、水分和养料。	510011006	
11	丽芙	……不过，光这样说好像有些苍白。刚好，最近生态花园制作了两套新的功能，用于形象体验太空花卉的培育，指挥官想要亲自体验一下吗？	510011007	
12	[Playername]	都是什么样的功能？		
13	[Playername]	亲自体验？		
14	丽芙	一款可以将自己想象中的花海投影出来，展示给其他人看。而另一款……是让游客当一颗种子，亲身体验花朵的生长过程……	510011008	
15	丽芙	指挥官想先体验什么？	510011009	
16	[Playername]	想看看丽芙想象中的花海是什么样的。		
17	[Playername]	想先体验一下种子的生长过程。		
