TextId	ActorName	ActorTalk	Cv	Desc
1	薇拉	我听说露天广场在某人的领导下欣欣向荣，结果就这？	510002160	
2	薇拉	上面派我追查一桩跟黑野有关的案子，我顺藤摸瓜，查到了一个名为芙洛世商会的组织。	510002161	
3	薇拉	好巧不巧，休假中的灰鸦指挥官刚好在这里担任首席特派员，正在和我的猎物斗智斗勇。	510002162	
4	薇拉	芙洛世商会一直在幕后使绊子，阻止你领头的露天广场开发计划……	510002165	
5	薇拉	那看起来，这次的灯带事故，也很有可能是芙洛世商会一次明目张胆的破坏行动。	510002166	
6	薇拉	还真是一群恬不知耻的苍蝇……我喜欢面对这样没脑子的蠢货，说不好我们还能节省出破案后一起吃晚餐的时间。	510002167	
7	薇拉	当然，我也很期待你在战场之外的表现，会带给我怎样的惊喜。	510002168	
8	薇拉	既然敌人已经主动出击了，我们就从灯带异常的原因开始调查吧。	510002169	
9	薇拉	我简单检查了一下灯带，没有发现物理损坏的迹象，也就是说……	510002170	
10	薇拉	没错，我们可以检查下灯带数据的修改日志，看看能不能反向追踪到嫌犯。	510002171	
11	薇拉	我只是看不顺眼有人在你眼皮底下为非作歹，来教教他们：做事之前，要做好承担代价的准备。	510002163	
12	薇拉	好啊，我正好想见识见识，是一群怎样胆大包天的老鼠，竟然敢跟[PlayerName]叫板。	510002164	
13		薇拉？		
14		这是技术性调整……		
15		所以薇拉是来帮忙的吗？		
16		既然利害一致，我们合作吧。		
17		你看起来很有信心。		
18		毕竟他们的后台是黑野。		
19		有人在内部篡改了灯带的数据？		
20		刚好，我可以拜托一位“专业人士”。		
21		既然如此，我们同步一下信息吧。		
