TextId	ActorName	ActorTalk	Cv	Desc
1	贾森	目前营收和客流量都维持在较为理想的水准。	520005071	
2	贾森	经营是数字和策略的游戏，而看起来您精于此道。	520005072	
3	贾森	不过，[PlayerName]应该还记得我当初提到的两个步骤：经营固然重要，与对方的博弈也不能掉以轻心。	520005073	
4	贾森	虽然暂时解决了刁难，但皮特显然还没有采取更具侵略性的措施。	520005074	
5	贾森	作为经营顾问，我的身份过于显眼，只能为您出谋划策。	520005075	
6	贾森	至于丸丸熊，行动上可就便捷得多了。	520005076	
7	贾森	一定可以成为和您一起落实反制战术的得力助手。	520005077	
8	贾森	商业区形象大使，罗斯聘用的帮手，应该很快就会完成固件更新。	520005078	
9	贾森	有时间的话，去店铺二楼见见它吧。	520005079	
10	[PlayerName]	好的，我知道了。		
11		多亏了你的帮助。		
12		这是大家共同的成果。		
13		我们必须做好准备。		
14		主动出击才是上策。		
15		丸丸熊？		
16		那是谁？		
