TextId	ActorName	ActorTalk	Cv	Desc
1	露西亚	天色似乎已经开始有所改变了。那我们就在这里，等待观赏这场梦的结局吧。	510000397	
2	露西亚	大概是因为，终于想通了一些事。	510000398	
3	露西亚	是关于这一次愿望产生的契机。	510000399	
4	露西亚	最初源于某些瞬间所产生的念想，它们一点一点堆积了起来。	510000400	
5	露西亚	这样的瞬间有很多。看到同行的伴侣的时候，有想要和指挥官分享思绪的时候，还有因任务暂时分别的时候......	510000401	
6	露西亚	真的很神奇，明明每个瞬间所产生的情感都不相同，它们结合在一起却堆积出了同一个愿望。	510000402	
7	露西亚	嗯，它们都是名为“指挥官”的愿望。	510000403	
8	露西亚	明明已经拥有了那么多与你相关的回忆，我却依旧贪心地觉得还不够。	510000404	
9	露西亚	有时是战火，有时是难以预测的偶然事件。就比如这次的循环，未来充满着不确定的意外。	510000405	
10	露西亚	如果“意外”会抹去那些回忆该怎么办——我曾有过这样的想法。	510000406	
11		你的心情似乎比之前好了很多。		
12		同一个愿望？		
13		……		
14		我有时也会有类似的想法。		
