TextId	ActorName	ActorTalk	Cv	Desc
1	拉扎维	啊，是指挥官吗，之前无人机的事情多亏你了。		
2	[PlayerName]	不用客气，你在这里忙些什么呢？		
3	拉扎维	我在调整三代无人机。		
4	拉扎维	如你所知，卡列尼娜队长在上面加装了很多平时回收工作用不到的，呃，火炮武器，我在挨个拆下来。		
5	[PlayerName]	啊哈哈……听起来挺麻烦的。		
6	拉扎维	并非麻烦，相反，队长打的底子很好。加装武器，实际上也加强了承重和灵活性，性能极佳。		
7	拉扎维	而且拆掉这部分后，空出来的区块可以无缝衔接许多新功能。		
8	拉扎维	通俗解释的话，就像一个有好底子的游戏，可以承载更多MOD而不失去其本身的可玩性。		
9	[PlayerName]	该说工程师都是狠人吗……		
10	拉扎维	哈哈，这算是专业素养吧。		
11	拉扎维	在他人眼中麻烦的东西，在我们眼中就是新的可能性。		
12	拉扎维	这也是卡列尼娜队长教给我们的东西。		
13	拉扎维	我现在已经在思考如何迭代四代机了，到时候的试飞还是邀请你来？		
14	[PlayerName]	那我拭目以待。		
