Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
2100001	500102		交互闪光1		['Check']
2100002	500102		Interaction Flash 2		['Check']
2100003	500102		Data Screen		['Check']
2100004	500102		交互闪光3		['Check']
2100005	500102		Data Screen		['Check']
2100006	500102		交互闪光4		['Check']
2100007	500102		Interaction Flash 2		['A Glance Back: Defining Moments in Human History', 'Negative Memories Shape Reality', 'The Shape of Growth']
2100008	500102		Common Aerial Object		
2100009	500102		Common Aerial Object		
2100010	500102		Common Aerial Object		
