Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
1900001	500105		一层的货物运输通道		['Observe']
1900002	500105		一层的运输平台上场景立牌		['Observe']
1900003	500105		一层的运输平台		['Observe']
1900004	500105		军事警备区内部二层的指示牌说明		['Observe']
1900005	500105		军事警备区内部二层的武器架		['Observe']
1900006	500105		军事大电梯前的操作台		['Observe']
1900007	500105		Second-Floor Inner Corridor, Dynamic Wall Displays		['Observe']
1900008	500105		军事警备区室内三层平台电子屏		['Observe']
1900009	500105		Data Screen 3		
1900010	500105		Interaction Flash Point		['Check']
1900011	500105		Interaction Flash Point		['Check']
1900012	500105		Cargo Manifest - Reading Material		
1900013	500105		交互闪光1		['Check']
1900014	500105		Meeting Minutes from the Conference Room		['Check']
1900015	500105		Interaction Flash Point		['Check']
1900016	500105		Firearms and Tactical Knife Maintenance Standards		
1900017	500105		Interaction Flash Point		['Check']
1900018	500105		Interaction Flash Point		['Observe']
