Id	GroupId	HeadIconStyleId	Name	Title	InteractOptionTexts
2200001	500101		VR Glasses		
2200002	500101		VR Glasses		
2200003	500101		VR Glasses		
2200004	500101		VR Glasses		
2200006	500101		VR Glasses		
2200007	500101		VR Glasses		
2200008	500101		VR Glasses Advertisement		
2200009	500101		Hachiko, the Loyal Dog		['Check']
2200010	500101		Godfather		['Check']
2200011	500101		Last Night of Amore		['Check']
2200012	500101		Pacific Rim		['Check']
2200013	500101		District 9		['Check']
2200014	500101		Dialogue Upon Eye Contact		
2200017	500101		Fridge		['Interact']
2200018	500101		Fridge		['Interact']
2200019	500101		电影院小门1		
2200020	500101		电影院小门2		
2200021	500101		Common Aerial Object		
2200022	500101		Common Aerial Object		
2200024	500101		Universal Empty Item With Clicks		['Check']
2200025	500101		电影院播放机		['Interact']
2200023	500101		沙丘		
2200026	500101		肖申克		
2200027	500101		星空特效		
2200028	500101		植物介绍1		
2200029	500101		植物介绍3		
2200030	500101		植物介绍2		
2200031	500101		植物介绍1		
2200032	500101		植物介绍3		
2200033	500101		全息花园1		
2200034	500101		全息花园2		
2200005	500101		扫描解锁2		
2200036	500101		扫描触发		
2200037	500101		扫描机关		
2200035	500101		速度与激情		
2200015	500101		Universal Empty Item With Clicks		['Interact']
2200038	500101		楚门的世界		
2200040	500101		Interaction Flash 2		
2200041	500101		Interaction Flash 2		
2200042	500101		Interaction Flash 2		
2200043	500101		Interaction Flash 2		
2200044	500101		Interaction Flash 2		
2200045	500101		Interaction Flash 2		
2200046	500101		Interaction Flash 2		
2200047	500101		Interaction Flash 2		
2200048	500101		Interaction Flash 2		
2200050	500101		鲸鱼发射		
2200049	500101		Whale		['Interact']
2200016	500101		Fridge		['Interact']
