Id	LevelGroup	CityId	Level	Name	BriefDesc	Desc	LandformId	Icon	FlagIcon	BuffDesc	TaskIds	BuffIds	EffectIds	UnlockExpReward	ShowScores	ActualScores
1	1	3101	1	城邦1-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
2	1	3101	2	城邦1-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
3	1	3101	3	城邦1-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
4	1	3102	1	城邦2-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
5	1	3102	2	城邦2-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
6	1	3102	3	城邦2-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
7	1	3103	1	城邦3-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3103	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
8	1	3103	2	城邦3-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3103	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
9	1	3103	3	城邦3-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
10	1	3104	1	城邦4-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3104	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
11	1	3104	2	城邦4-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3104	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
12	1	3104	3	城邦4-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
13	1	3105	1	城邦5-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3105	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
14	1	3105	2	城邦5-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3105	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
15	1	3105	3	城邦5-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
16	1	3106	1	城邦6-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3106	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
17	1	3106	2	城邦6-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3106	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
18	1	3106	3	城邦6-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
19	1	3107	1	城邦7-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3107	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
20	1	3107	2	城邦7-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3107	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
21	1	3107	3	城邦7-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
22	1	3108	1	城邦8-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3108	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
23	1	3108	2	城邦8-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3108	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
24	1	3108	3	城邦8-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
25	1	3109	1	城邦9-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3109	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
26	1	3109	2	城邦9-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3109	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
27	1	3109	3	城邦9-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
28	1	3110	1	城邦10-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3110	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
29	1	3110	2	城邦10-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3110	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
30	1	3110	3	城邦10-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
31	2	3101	1	城邦1-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
32	2	3101	2	城邦1-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3101	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
33	2	3101	3	城邦1-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg00.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
34	2	3102	1	城邦2-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
35	2	3102	2	城邦2-等级2	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3102	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity02.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[201, 202]			100		
36	2	3102	3	城邦2-等级3	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3111	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg07.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity03.png	<b>所有产品</b>生产效率<color=#FF0000>+10%				100		
37	2	3103	1	城邦3-等级1	速速升级。越快越好。	商旅之路的起点。承载所有生产和贸易功能。	3103	Assets/Product/Texture/Image/UiRogueSim/UiRogueSimLvImg01.png	Assets/Product/Texture/Atlas/UiRogueSim/IconRogueCity01.png	<b>所有产品</b>生产效率<color=#FF0000>+10%	[101]					
