Id	GroupId	DropId	Weight	GameRepeatable	ConditionId	Name	Icon	BlockIcon	Title	TitleContent	Desc
1	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
2	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
3	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
4	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
5	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
6	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
7	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
8	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
9	1	10007	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
10	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
11	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
12	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
13	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
14	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
15	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	经常进入周遭废墟的巡逻队带回了一些旧时代的残留物资，它们虽然外表看起来陈旧且略有损坏，但是居然都能正常使用。
16	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	公社成员发现了一些被雪狼叼走之后又遗弃在雪地里的物资箱，打开之后发现里面依然光洁如新。
17	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	“这是友谊的馈赠！”一条冰蓝色的小鲨鱼留下了一个物资箱之后从海面上离开了。
18	2	10008	100	1		普通物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	普通物资	里面藏着东西？	从后院里翻出了一个不知道什么时候遗漏掉的木箱，打开之后发现许多以前登记为丢失的物品都在这里。
19	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	众人揭开了一个铺满了灰尘的陈旧物资箱，从里面回收了还尚且保留着完整形状的材料。
20	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	从雪洞里挖出了一个极地先民留下的木箱，里面堆满了一些用来过冬的物资，众人满怀感激地收下了这份来自过去的馈赠。
21	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	公社成员前往贸易港口，和北极航线联合的商队交换了一些营地里稀缺的物资。
22	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员对营地里进行了一次大扫除，在角落里发现了不少可以重复利用的物资。
23	3	10009	100	1		稀有物资	Assets/Product/Texture/Image/UiTheatre3/Theatre3SystemItem009.png	5	稀有物资	里面藏着东西？	社员前来通知在供暖站边缘设立的小牧场可以收获了，众人在一番劳作后，带着新鲜的物资满载而归。
