TextId	ActorName	ActorTalk	Cv	Desc
1	Karenina	I've got good news and bad news.	510016033	
2		Go ahead...		
3	Karenina	The good news is we've locked onto the satellite. It's sitting in airspace AR004.	510016034	
4	Karenina	The bad news is its old defense system's gone rogue. It fires at anything that flies in a steady pattern.	510016035	
5	Moka	We tried sending a few older drones to check it out. Every single one got shot down.	510016036	
6	Moka	The Engineering Force wants to take it out with long-range energy weapons, but if we do that...	510016037	
7		...all those messages that never reached anyone will be gone for good.		
8	Karenina	Ahem. Since you both look so stressed, I've got one more piece of good news.	510016038	
9	Karenina	This upgrade didn't require a combat drone, but I built a military-grade third-gen model anyway. Just in case.	510016039	
10	Karenina	All you need to do is fly it close and keep the satellite busy. While it's firing at you, I'll have enough time to record every signal it's still broadcasting.	510016040	
11	Karenina	And since you get to be the first person to use this beauty, you'd better thank me properly later.	510016041	
12		That's definitely something you'd do, Karenina. Not surprised at all.		
13	Karenina	Heh. Then let's not waste time. Head to AR004!	510016042	
