TextId	ActorName	ActorTalk	Cv	Desc
1	Asimov	I can't believe someone got into Babylonia again. You two are alright, I hope?	510015109	
2	Asimov	It was a mess. The Arctic mechanoids that came with him all shut down the moment the Frostheart Emperor left. I'm still figuring out why.	510015110	
3	Rosetta	Asimov, I have a request...	510015111	
4	Asimov	"I know. Which brings me to the President's ""message."" We still don't know why the glacier spawned Corrupted on that scale, but Babylonia won't stand by during a crisis."	510015112	
5	Asimov	[PlayerName], after an emergency meeting, the military has decided to send you, alongside other units, to assist the Arctic Route Union and eliminate the Corrupted threat.	510015113	
6	Asimov	Yes, Dark Aries and some unaffiliated Constructs will be joining this operation.	510015114	
7	Rosetta	I'm grateful for your help, but I know what things are like in Babylonia. Do we really have the manpower for this?	510015115	
8	Asimov	Well, we detected Ascendant signals in the Arctic.	510015116	
9	Asimov	This enemy we're dealing might not be what they seem. That's exactly why the military is sending you personally to support the Arctic Route Union.	510015117	
10	Asimov	For the full report, check in with the liaison. Meanwhile, the Science Council is already working on analyzing the frame data we recovered.	510015118	
11	Asimov	After all, that Frostheart Emperor infiltrated Babylonia just to get access to that data.	510015119	
12	Rosetta	Understood. On behalf of the Arctic Route Union, I thank you.	510015120	
13	Rosetta	Let's go, Commandant. The battlefield's a mess. We need to get ready before we move out.	510015121	
14	Rosetta	Your current gear is way better than those egg suits.	510015122	
15		(Ask about the deep dive site)		
16		Other units?		
17		Ascendants... could they be connected to the earlier crash?		
18		We're not using those egg suits again, right?		
19		Let's go.		
