TextId	ActorName	ActorTalk	Cv	Desc
1	Arctic Mechanoid	I feel woozy... Uh, yeah... Good thing we rigged up that rocket. Now we just wait for Babylonia to clean this up.	510015001	
2	Arctic Mechanoid	Huh? Oh. You're the Gray Raven Commandant.	510015002	
3	Arctic Mechanoid	So you just checked on Rosetta...	510015003	
4	Arctic Mechanoid	She got ambushed during a battle with the Corrupted. To save her life, we gave her a prototype frame.	510015004	
5	Arctic Mechanoid	But right after switching, she fell into a coma. No matter what we did, she wouldn't wake up.	510015005	
6	Arctic Mechanoid	So we brought her straight to Babylonia.	510015006	
7	Arctic Mechanoid	She's gotta make it through this...	510015007	
8	Arctic Mechanoid	Ah... yeah, my head's a mess. Let me calm down for a bit.	510015008	
9		What happened to Rosetta?		
10		(I should leave it be.)		
11		You okay?		
