TextId	ActorName	ActorTalk	Cv	Desc
1	Selena	Now, we each hold one end with one hand. Then, touch with our other hand to complete the circuit. See? It plays sound.		
2		How do we get different notes?		
3	Selena	Hmm... that's a secret for now. Why don't you try it out?		
4	[PlayerName]	Maybe it changes based on where I touch?		
5	Selena	...		
6	Selena	You're getting close.		
7	[PlayerName]	Not the duration either.		
8		Then the answer is—how much we touch?		
9	Selena	Exactly. The overture's over. Ready for the real piece, Conductor?		
10		(Touch fingertips)		
11		(Draw on palm)		
12		(Press full palm)		
13	Selena	Starting small, huh?		
14	Selena	It feels a lot like playing piano. Each note comes from our fingertips.		
15	Selena	The difference is... we don't need an instrument. Just the moment our fingers meet is enough to play a scale we've chosen together. Isn't that a duet too?		
16	Selena	Conductor, listen. Don't they sound like gentle raindrops falling from the sky? Falling on both of us, letting us share the same rain.		
17	Selena	...It tickles a little... and tingles too, like it's spreading from my palm straight into my heart.		
18	Selena	Just drawing circles isn't all that exciting, is it, Conductor?		
19	Selena	Here, let me show you something a bit better...		
20	Selena	What I really want to write... is your name. When the notes play, it's like they're saying every part of it for me, like they're calling out to you on my behalf.		
21	Selena	With just the right touch, we should be able to get a higher pitch.		
22	Selena	Of course, there are other ways to make it happen, like—		
23	Selena	But I think this suits us better, right, Conductor?		
24	Selena	Creating sound through touch with someone close to you... it's such a simple idea, yet it stirs something in your heart.		
25		Yeah, it's creative. Feels fresh and different.		
26	Selena	It's not just about hearing. When the sound appears, the warmth of touch, the look in each other's eyes... it all becomes part of the music.		
27	Selena	When I choose to move closer to you, it creates a different kind of melody. I think that's what makes this design so special.		
28		We have plenty of time. Let's take it slow.		
29		Once we get the hang of it, we can write our own song with all the different notes.		
30	Selena	"Yes. A secret ""code"" only you and I can understand. A song of memories filled with the rhythm of our hearts."		
31		Guess not... Maybe it's how long I touch?		
