TextId	ActorName	ActorTalk	Cv	Desc
1	Barnes	This tech... there's more to it than it looks.		
2	[PlayerName]	"What do you mean, ""there's more to it than it looks""?"		
3	Barnes	I'm talking about the holographic system.		
4	Barnes	Back when Babylonia almost fell, everything was chaos. Our captain even got trapped in a bathroom by a broken security system.		
5	Barnes	We almost became the most ridiculous non-combat casualties in history.		
6	Barnes	This thing didn't throw a single error. It even synced with the security system to monitor everyone's vitals... I checked the backend myself—it ran flawlessly the whole time.		
7	Barnes	It's supposed to be just a display piece, and yet it's incredible. It even capped things off with Ode to Joy and a full-on light show.		
8	Barnes	Which Engineering Force genius came down from the heavens to take on this side gig?		
9	[PlayerName]	I'd love to know that myself.		
10	Barnes	Right? Makes you wonder.		
11		If I had to guess, it was probably Teddy.		
12		But I'm more curious about who your captain is.		
