TextId	ActorName	ActorTalk	Cv	Desc
1	Wanshi	"This so-called ""couple's seat"" doesn't seem that much wider than a single one."		
2	[PlayerName]	"""It's designed that way."""		
3	[PlayerName]	Makes the two viewers sit a little closer together.		
4	Wanshi	So it's designed to make two people sit closer? Hmm, I can't complain about that.		
5	Wanshi	Hmm, the designer really thought this through.		
6	Wanshi	[PlayerName], the movie's starting. Sit.		
7	[PlayerName]	(Sit down next to Wanshi.)		
8	Wanshi	Here, snacks.		
9	Wanshi	Drinks.		
10	Wanshi	And your viewing glasses.		
11	Wanshi	I don't need any. My visual system can already simulate a virtual display.		
12	Movie Background Audio	I'm sorry, I only managed to save this one child. Can I leave her with you?		
13	Movie Background Audio	I checked her. She's alive and unhurt, just too weak to cry. Once you take her, just give her some water.		
14	Movie Background Audio	Don't worry about me. It's just a cut, nothing that'll get infected.		
15	Movie Background Audio	...I don't need your promises anymore. Just go.		
16	Wanshi	...		
17	[PlayerName]	I'm fine, Wanshi.		
18	[PlayerName]	...Did you get hurt during yesterday's mission?		
19	Wanshi	Sometimes your decisions are a little too reckless.		
20	Wanshi	I didn't get hurt at all, because I knew I'd be seeing you today.		
21	Wanshi	Scenes like that, where people give up everything, won't ever happen to us as long as I'm here.		
22	[PlayerName]	Those two in the movie... what a pity.		
23	[PlayerName]	If one of them had gone after the other, maybe things could've ended differently.		
24	Wanshi	What I mean is, people outside the movie still have their chance.		
25	Wanshi	Before the Punishing, people used to confess their love—or even propose—during the most emotional scenes of a movie, or right after it ended.		
26	Wanshi	There are always things people can't say out loud in daily life, but in a place like this, it becomes easier to say them.		
27	Wanshi	Commandant, you're the one who invited me today. Do you have something important you want to tell me?		
28	[PlayerName]	I do, but I'm waiting for the right moment in the story.		
29	[PlayerName]	No plan yet. Maybe I'll say it if the story moves me enough.		
30	[PlayerName]	It's a secret.		
31	Wanshi	Oh, I see. Let's keep watching then.		
32	Wanshi	One, two, three, four, five...		
33	Wanshi	That was a long five seconds. What did you think of that scene?		
34	[PlayerName]	?		
35	Wanshi	That was the best part of the whole movie—it really moved me. My favorite scene, hands down.		
36	Wanshi	If this feels like the right moment, then tell me what's on your mind.		
37	Wanshi	And in the next five seconds, I'll find my chance to give you my answer.		
