TextId	ActorName	ActorTalk	Cv	Desc
1	???	Babylonia really is beautiful. No wonder everyone scrambled to get in back then.	510015041	
2	???	By the way, do you know what the culture here is like?	510015042	
3	???	Like, what kind of nation this place is. Think Arctic Route Union, Akdilek, Kowloong—you get the idea.	510015043	
4	???	"Yeah, definitions vary. But take Kowloong—it's called an alliance or a community, yet when you're actually there, doesn't it feel like a ""nation"" in every sense?"	510015044	
5	???	You could call it multicultural, but really, it has no fixed identity, no roots, no real character. It's fragile.	510015045	
6	???	Yeah, figured that's what you'd say. Sorry. I threw a tough one at you.	510015046	
7	???	As you can see, I'm from the Arctic region. Before coming to Babylonia, I had all these hopes and fantasies. I thought I'd find some answers here.	510015047	
8	???	Why the Arctic Route Union never became a dominant power.	510015048	
9	???	Ah, so you caught that, huh? Sorry, just my competitive side talking.	510015049	
10	???	It's not just factions. Once people start getting labeled, divisions are only a matter of time.	510015050	
11	???	It comes down to what each group carries forward. Different legacies push people in different directions.	510015051	
12	???	"You mentioned Babylonia isn't a ""dominant power."" I agree. That's exactly why I said I never found my answers here."	510015052	
13	???	I'm from the Arctic Route Union, yes, but looking at the bigger picture, I believe Babylonia should have taken on that role. It's a shame they didn't.	510015053	
14	Mina	By the way, we've been talking for a while and I still don't know who you are. I'm Mina, technician from the Arctic Route Union. And you are?	510015054	
15	Mina	Oh... then I forgot to pass the ID code to Asimov. Sorry about that. I figured there was nothing left for me to do, so I just wandered over here.	510015055	
16	Mina	Hang on, I'll send you the ID code and all the instructions right now.	510015056	
17	Mina	I'm not. Waiting is all I can do right now.	510015057	
18	Mina	All done. The ID code for the deep dive is in your terminal. You can head back to Asimov.	510015058	
19	Mina	I just remembered I still need to finish the entry permits for myself and the other cyborgs. You go ahead, I'll catch up once I'm done.	510015059	
20	Mina	I'm counting on you to help Rosetta. Please make sure she wakes up.	510015060	
21		Culture?		
22		This isn't really a nation.		
23		It's probably multicultural.		
24		I can't really say.		
25		What kind of answers?		
26		"Babylonia was never meant to be some ""dominant power."""		
27		Babylonia stands for equality and coexistence.		
28		(Explain the situation)		
29		You don't seem very worried.		
30		You're not coming with me?		
31		Leave it to me.		
