TextId	ActorName	ActorTalk	Cv	Desc
1	Razavi	Oh, Commandant, thanks again for your help with the drone situation earlier.		
2	[PlayerName]	No need to thank me. What are you working on here?		
3	Razavi	I'm tuning the third-gen drone.		
4	Razavi	As you know, Captain Karenina mounted a lot of, uh, artillery that isn't usually needed for recovery work. I'm taking them off one by one.		
5	[PlayerName]	Ahaha... sounds pretty complicated.		
6	Razavi	Not at all. In fact, the captain laid a solid foundation. The added weapons actually improved load capacity and maneuverability—excellent performance overall.		
7	Razavi	Once this section's removed, the freed-up space can seamlessly support new functions.		
8	Razavi	Simply put, it's like a well-built game that can handle more mods without losing what makes it fun.		
9	[PlayerName]	Guess engineers really are built different...		
10	Razavi	Haha, call it professional pride.		
11	Razavi	What looks like trouble to others is a new possibility to us.		
12	Razavi	That's something Captain Karenina taught us too.		
13	Razavi	I'm already thinking about iterating the fourth-gen aircraft. Want to come to the test flight when it's ready?		
14	[PlayerName]	Then I'll be looking forward to it.		
