TextId	ActorName	ActorTalk	Cv	Desc
1	Liv	...But as a little seed. Are you good with that, Commandant?	510011033	
2	[PlayerName]	If you're the one taking care of me, then I'm sure.		
3	Liv	Of course I'll be the one taking care of you! I'm the one who reviews your health reports, after all.	510011034	
4	Liv	Even if you became a tiny seed, I'd still know all your little quirks. I'd even know which direction you're planning to grow.	510011035	
5	Liv	Now then, close your eyes...	510011036	
6	Liv	Temperature: 23.5°C. Humidity: 85%. Light-dark cycle: 16 hours of light, 8 hours of dark...	510011037	
46	[PlayerName]	Liv, you look taller.		
7	Liv	You're awake, Commandant? You're a little seed now.	510011038	
47	[PlayerName]	...!		
48	[PlayerName]	!!!		
9	[PlayerName]	I can't hear your voice clearly, Liv.		
10	Liv	Mhm... You've just been planted in space soil. It's normal to feel a bit stifled.	510011039	
11	Liv	But don't worry. I'm right here with you.	510011040	
12	[PlayerName]	Is it normal for seeds to talk to their researchers?		
13	Liv	Of course. I can hear the voices of other seeds too—we just talk through data instead.	510011041	
14	Liv	How are you feeling now, Commandant? Cold? Thirsty?	510011042	
15	[PlayerName]	I feel a little warm.		
16	[PlayerName]	I'm a little thirsty.		
17	Liv	Let's bring the temperature down a bit... How about now?	510011043	
18	Liv	And raise the humidity a little more... Better?	510011044	
19	[PlayerName]	Much better... but it's still dark.		
20	Liv	...		
22	Liv	Can you hear me now, Commandant?	510011045	
23	[PlayerName]	Yeah... I just felt a little shock.		
24	Liv	Phew... you scared me. A lot of seeds don't make it because they can't find the right direction to grow. I was trying to guide you using electric signals...	510011046	
25	Liv	Can you see the glowing area around you now?	510011047	
26	[PlayerName]	Yeah, I see a spot of light.		
27	Liv	That's your guiding light. Want to try growing toward it?	510011048	
28	[PlayerName]	(Grow toward the light source)		
29	Liv	Don't be scared... Take it slow. I'm right here with you.	510011049	
31	Liv	This world isn't perfect... and you'll face challenges you can't even imagine. But don't be afraid. I'll walk this road with you...	510011051	
32	Liv	Just stay right here. Keep growing, little by little.	510011052	
49	[PlayerName]	Yes, Liv?		
33	Liv	So, Commandant, how did it feel being a little seed?	510011053	
34	[PlayerName]	Felt a little rushed?		
35	[PlayerName]	I wasn't ready for it to end.		
36	Liv	Mhm... it's still a beta feature, after all.	510011054	
37	Liv	If you'd like to experience sprouting all over again, I can bring you back here anytime. Who knows, maybe next time, these dandelions will have started to bloom.	510011055	
38	[PlayerName]	Alright. I'll be your seed again next time, Liv.		
39	[PlayerName]	I think once was enough...		
40	Liv	Whether you're a seed or the Commandant...	510011056	
41	Liv	To me, you're still you—my precious little seedling.	510011057	
42	[PlayerName]	I'm getting sleepy all of a sudden...		
43	Liv	"It's probably a side effect of the simulation. After all, you were just ""born."""	510011058	
44	Liv	Don't worry, I'm right here with you, Commandant.	510011059	
45	Liv	Go on and rest... and when you reach the other side of the dream, don't forget to grow strong and bloom beautifully.	510011060	
