TextId	ActorName	ActorTalk	Cv	Desc
1	Sirian	This creature really lives in the ocean? With a body that huge, imagine how much water it has to push aside just to move...		
2	Sirian	That must be... it must be...		
3		Spectacular.		
4		It's hard to believe.		
5	Sirian	Even as an artistic projection, you can still sense the grace of such a remarkable creature.		
6	[PlayerName]	You've never seen a whale before?		
7	Sirian	I rarely go on surface missions, let alone to the ocean. I've only seen them in old archival footage.		
8	Sirian	This is the first time I've seen one moving so close to me. I don't know why... but it feels a little lonely.		
9	[PlayerName]	I guess everyone reacts differently when faced with a life so unlike our own.		
10	Sirian	That's true. Everyone brings their own experiences with them.		
11	Sirian	What about you? Did it feel different to you when you saw it?		
12		Of course. That's just my story.		
13		In a way, it acts as a medium for thought.		
14	[PlayerName]	...It's a long story.		
15	[PlayerName]	Whether you look at it through nature, psychology, or philosophy, it keeps asking questions about life, loneliness, and death.		
