TextId	ActorName	ActorTalk	Cv	Desc
1	Ji Lu	Phew... Gotta boil another kettle of water.		
2	Ji Lu	We're almost out of tea at the refreshment station. I'll need to grab more from logistics next time.		
3	Ji Lu	Let me see how much prep time I have before the next meeting...		
4	[PlayerName]	Do you need a hand?		
5	Ji Lu	Oh! Gray Raven Commandant? No, no, I've got it under control.		
6	[PlayerName]	You've been running yourself ragged. Take a breather.		
7	Ji Lu	It's a tiiiiny issue. Just another day for a humble clerk.		
8	Ji Lu	It's been hectic lately—meetings back-to-back.		
9	Ji Lu	Still, adapting to changing work rhythms is kind of my specialty. Professional standards? Those I never drop.		
10	[PlayerName]	Then I hope you wrap things up soon.		
11	Ji Lu	Thanks. I'll get back to preparing for the next meeting.		
