TextId	ActorName	ActorTalk	Cv	Desc
1	Asimov	You look surprised.	510025008	
2	[PlayerName]	It's not quiet here. Doesn't feel like somewhere you'd enjoy.		
3	Asimov	Perfect spot when you can't mute your alert notifications.	510025009	
4	Asimov	Even constant alerts don't feel out of place here, right?	510025010	
5	[PlayerName]	Uh... your alerts haven't stopped. Aren't you checking them?		
6	Asimov	Ah, that...	510025011	
7	Asimov	Just Parliament arguing again. I stay out of it.	510025012	
8	[PlayerName]	Those alerts... nothing serious, right?		
9	Asimov	It's a report from the new researchers... Sadly, it needs to be redone.	510025013	
10	Asimov	Good thing the academic bar is high. With their current level, those rookies would ruin my reputation.	510025014	
11	[PlayerName]	So even geniuses get annoyed when grading homework.		
12	Asimov	Hilarious.	510025015	
