TextId	ActorName	ActorTalk	Cv	Desc
1	Selena	People used to love listening to music like this—on a quiet afternoon, on a bus ride, or during a rainy day.		
2	Selena	In stories, it's always two people, one pair of earbuds, one song. The feelings they can't say aloud, the silent look in their eyes—everything gets passed along through that little wire between them.		
3	Selena	This gallery event follows a similar idea. WGAA wants people to create something with someone close to them—something that belongs to both.		
4		So you invited me.		
5		"...""Someone special""?"		
6	Selena	You already know who I had in mind, don't you?		
7	Selena	The person I want to create with... is standing right in front of me.		
8		Looks like we feel the same way.		
9	Selena	The gallery's prepared all sorts of activities. So... just like always, I'll let you decide, Conductor.		
10		Music Creation: [Touch of Sound].		
11		Creative Writing: [The Vanishing Letter].		
12		That's romantic.		
13		An unforgettable experience.		
14	Selena	Then maybe we should try it sometime too.		
15	Selena	Time spent with someone special is always unforgettable.		
