TextId	ActorName	ActorTalk	Cv	Desc
1	Moka	Whoa, it really is the Gray Raven Commandant! And Karenina! I can't believe I get to meet the Engineering Force ace and the F.O.S. chief. I'm so glad I volunteered for this assignment!	510016008	
2		Looks like you've got fans everywhere.		
3	Karenina	Ahem! I already filled the Commandant in on the basics. Moka, go ahead and walk them through the actual job.	510016009	
4	Moka	Oh, right! So, the plan is to set up patrol routes for the drones in the four airspace zones around Babylonia.	510016010	
5	Moka	Once the routes are set, we can just send drones out on a schedule. They'll handle scouting, scanning, and collecting on their own.	510016011	
6	Moka	For this mission, we need you to test-fly the routes and set the markers at the endpoints. Your flight data will be the template for all future routes.	510016012	
7	Moka	The entrance is over there. I'll take you there in a moment.	510016013	
8		So why me, specifically?		
9	Moka	Well... these drones were designed by Karenina...	510016014	
10	Karenina	Exactly. Those airspace zones cover almost every extreme condition we could run into.	510016015	
11	Karenina	And after thinking it through, you're the best person for the job.	510016016	
