TextId	ActorName	ActorTalk	Cv	Desc
1	Taylorvale	So this is how the central elevator was designed...		
2	Taylorvale	Finally understanding it all... it's so exciting.		
3	[PlayerName]	Looks like you really love this job.		
4	Taylorvale	Of course. The central elevator's been my old companion.		
5	Taylorvale	I started out as an administrator, so I've grown quite attached to her.		
6	[PlayerName]	And now, you're an engineer.		
7	Taylorvale	Knowing how isn't enough—you need to know why too.		
8	Taylorvale	And when Babylonia nearly fell, I was helpless during the elevator failure. That feeling... it sucked.		
9	Taylorvale	If I'd known how to repair the elevator from the start, we could've minimized the damage.		
10	Taylorvale	The self-study part was exhausting though, haha.		
11	[PlayerName]	Teaching yourself and earning an engineering license while working—that's impressive.		
12	Taylorvale	All that effort paid off.		
