TextId	ActorName	ActorTalk	Cv	Desc
30090301	Bianca	I was just reading reviews of the films released recently.	510021012	
30090302	Bianca	Most of them don't seem to be doing very well...	510021013	
30090303	Bianca	Romance films are all the same bickering lovers with strict parents... Spy films are lone heroes and traitorous bosses...	510021014	
30090304	Bianca	They all feel like stories where you can guess the ending in five minutes.	510021015	
30090305	[PlayerName]	Maybe that's because you started writing scripts yourself.		
30090306	[PlayerName]	So you're more sensitive to story patterns now.		
30090307	[PlayerName]	So your standards have gotten higher.		
30090308	[PlayerName]	I wonder when we'll get to see Bianca's story on the big screen.		
30090309	Bianca	Then I should work even harder.	510021016	
30090310	[PlayerName]	How about we go to a private cinema sometime? There are so many classics waiting for us.		
30090311	Bianca	Yes. To improve faster, I should start organizing my film study notes.	510021017	
