TextId	ActorName	ActorTalk	Cv	Desc
1	[PlayerName]	What's going on...?		
2	Art Enthusiast	"Oh, my taste needs ""maintenance"" now? Funny. Coming from someone whose aesthetics are as stiff as those enhancement materials buried in Engineering Force storage."		
3	Engineer on Vacation	Gray Raven Commandant, don't mind him. We're just discussing Neo-Pius aesthetics...		
4	Art Enthusiast	Gray Raven Commandant, what do you think? There's a themed exhibition coming up soon—won't this push things in the wrong direction?		
5	Engineer on Vacation	Simple, practical designs that actually work—how is that a bad direction?		
6	Engineer on Vacation	Uniting art and craftsmanship, blending beauty with practicality through rational industrial design—that's what humanity needs most right now.		
7	Engineer on Vacation	With resources this limited, functionalist aesthetics are the future.		
8	Art Enthusiast	You call that art? Blind faith in functionalism while ignoring how technology alienates people—that's just building a cage.		
9	Art Enthusiast	Universal design easily turns into design dominance. Art shouldn't be cold logic copied a thousand times over.		
10	Art Enthusiast	That would break historical styles apart and sever cultural continuity.		
11		Easy, both of you...		
12		I get it. You each see aesthetics differently.		
13	[PlayerName]	At the core of this argument, you both want better living environments, don't you?		
14	[PlayerName]	On that point, you agree.		
15	[PlayerName]	Function and emotion, order and freedom—these have never been either-or choices. Maybe that balance is exactly what this exhibition wants us to think about.		
16	Art Enthusiast	"...I got carried away. I just don't want ""beauty"" to be reduced to formulas."		
17	Engineer on Vacation	Formulas are a safe starting point. But you're right, we can't stop there.		
