TextId	ActorName	ActorTalk	Cv	Desc
1	Nanami	Oh! My radar says Karenina and Teddy are heading this way! Are we all gonna play together?	510017070	
2	[PlayerName]	Actually...		
3	Nanami	Whoa... that sounds really bad. I'm taking Kuhaha and leaving first!	510017071	
4	Nanami	Bye-bye, Commandant! I'll come play again soon!	510017072	
5	Karenina	Where's the awakened Kuroro?	510017073	
6	[PlayerName]	Awakened Kuroro? I have no idea what you're talking about.		
7	Karenina	Huh?!	510017074	
8	Teddy	Up to your sneaky little tricks again, aren't you? Naughty, naughty, [PlayerName]!	510017075	
9	Karenina	Huh?	510017076	
10	Teddy	Anyway, only thirteen Kuroros escaped from the Engineering Force, and we've retrieved all thirteen. Mission accomplished.	510017077	
11	Teddy	As for the rest, I'm not gonna dwell on it.	510017078	
12	Karenina	Wait, but...	510017079	
13	Teddy	Come on, dummy. We're done here. Time to clock out.	510017080	
